"","","Ministry of Samurdhi & Poverty Alleviation","","",""
"","","Recurrent","14,474,000,000","",""
"","","Capital","3,252,100,000","",""
"Made up as follows :—","","","","",""
"Head","500","Minister of Samurdhi & Poverty Alleviation","","",""
"","","Programme 01","General Administration","13,900,000","2,500,000"
"","","Programme 09","Human Resources Management","43,552,000","10,150,000"
"","","Programme 95","Social Protection","4,951,872,000","3,182,450,000"
"Head","718","Department of  Commissioner General of Samurdhi","","",""
"","","Programme 95","Social Protection","9,465,000,000","Appropriation Act, No. 39 of 2005
 57,000,000"
"","","Ministry of Indigenous Medicine","","",""
"","","Recurrent","436,485,000","",""
"","","Capital","393,410,000","",""
"Made up as follows :—","","","","",""
"Head 510","","Minister of Indigenous Medicine","","",""
"","","Programme 01","General Administration","17,820,000","3,550,000"
"","","Programme 73","Indigenous Medicine","101,307,000","153,850,000"
"Head 722","","Department of Ayurveda","","",""
"","","Programme 73","Indigenous Medicine","317,358,000","29
236,010,000"
