"","","Ministry of Enterprise Development and","","",""
"","","Investment Promotion","","",""
"","","Recurrent","351,680,000","",""
"","","Capital","305,100,000","",""
"Made up as follows :—","","","","",""
"Head","450","Minister of Enterprise Development and Investment Promotion","","",""
"","","Programme 01
General Administration","","39,900,000","2,700,000"
"","","Programme 51
Industrial Development","","311,780,000","302,400,000"
"","","Ministry of  Science and Technology","","",""
"","","Recurrent","687,500,000","",""
"","","Capital","1,375,900,000","",""
"Made up as follows :—","","","","","Appropriation Act, No. 39 of 2005"
"Head","460","Minister of  Science and Technology","","",""
"","","Programme 01
General Administration","","26,600,000","4,000,000"
"","","Programme 56","Research & Development (Related to Economic Services)","573,900,000","1,323,900,000"
"Head","877","Department of Meteorology","","",""
"","","Programme 56","Research & Development (Related to Economic Services)","87,000,000","48,000,000"
"","","Ministry of Constitutional Affairs and National Integration","","",""
"","","Recurrent","178,575,000","",""
"","","Capital","42,060,000","",""
"Made up as follows :—","","","","",""
"Head","470","Minister of Constitutional Affairs and National Integration","","",""
"","","Programme 01
General Administration","","119,575,000","27
39,460,000"
