"Head","","","Recurrent","Capital","38"
"No.","","","Expenditure","Expenditure",""
"","","","Rs.","Rs.",""
"","Ministry of Industrial Development","","","",""
"","Recurrent","133,100,000","","",""
"","Capital","435,900,000","","",""
"Made up as follows :—","","","","",""
"Head
620","Minister of Industrial Development","","","",""
"","Programme 01            General Administration","","27,000,000","4,400,000",""
"","Programme 51            Industrial Development","","106,100,000","431,500,000",""
"","Ministry of Road Development","","","",""
"","Recurrent","24,787,000","","",""
"","Capital","805,650,000","","","Appropriation Act, No. 39 of 2005"
"Made up as follows :—","","","","",""
"Head
630","Minister of Road Development","","","",""
"","Programme 01            General Administration","","24,787,000","5,650,000",""
"","Programme 52            Regional Development","","—","800,000,000",""
"","Ministry of Foreign Employment Promotion","","","",""
"","Recurrent","40,990,000","","",""
"","Capital","4,700,000","","",""
"Made up as follows :—","","","","",""
"Head
640","Minister of Foreign Emloyment Promotion","","","",""
"","Programme 01            General Administration","","40,990,000","4,700,000",""
