"82","m(cid:223)jdi yd <udrlaIl fiajd","","","","",""
"","fomd(cid:190);f(cid:239)ka;=j","21701","rcfha  ks,Od(cid:223)kag  w;a;sldr(cid:239)
18""000""000","6""000""000","66""000""000","-"
"83","iuDoaŒ flduid(cid:223)ia ckrd,a","","","","",""
"","fomd(cid:190);f(cid:239)ka;=j","21801","rcfha  ks,Od(cid:223)kag  w;a;sldr(cid:239)
22""791""000","7""200""000","82""000""000","-"
"84","l%
Svd  ixj(cid:190)Ok  fomd(cid:190);f(cid:239)ka;=j","21901","rcfha  ks,Od(cid:223)kag  w;a;sldr(cid:239)
8""000""000","4""200""000","33""000""000","-"
"85","wdhq(cid:190)fıo  fomd(cid:190);f(cid:239)ka;=j","22001","rcfha  ks,Od(cid:223)kag  w;a;sldr(cid:239)
60""000""000","17""200""000","171""000""000","-"
"86","l(cid:239)lre  fomd(cid:190);f(cid:239)ka;=j","22101","rcfha  ks,Od(cid:223)kag  w;a;sldr(cid:239)
98""000""000","45""000""000","245""000""000","-"
"87","Y%
S ,xld hqo yuqodj","22201","rcfha  ks,Od(cid:223)kag  w;a;sldr(cid:239)
2""460""000""000","1""000""000""000","4""950""000""000","-"
"88","Y%
S ,xld kdœl yuqodj","22301","rcfha  ks,Od(cid:223)kag  w;a;sldr(cid:239)
754""000""000","202""000""000","1""000""000""000","-"
"89","Y%
S ,xld kdœl yuqodj","22302",".nvd  w;a;sldr(cid:239)  .sKqu","","",""
"","","","^mqmqrK  łjH&
446""000""000","420""000""000","330""000""000","-"
"90","Y%
S ,xld .=jka yuqodj","22401","rcfha  ks,Od(cid:223)kag  w;a;sldr(cid:239)
650""000""000","360""000""000","1""550""000""000","-"
"91","fmd,sia  fomd(cid:190);f(cid:239)ka;=j","22501","rcfha  ks,Od(cid:223)kag  w;a;sldr(cid:239) 2""100""000""000","1""000""000""000","3""600""000""000","-"
"92","wd.uk yd œ.uk","","","","",""
"","fomd(cid:190);f(cid:239)ka;=j","22601","rcfha  ks,Od(cid:223)kag  w;a;sldr(cid:239)
30""000""000","18""700""000","142""000""000","-"
"93","mqoa.,hska  ,shdm¨x(cid:209)  ls˝f(cid:239)","","","","",""
"","fomd(cid:190);f(cid:239)ka;=j","22701","rcfha  ks,Od(cid:223)kag  w;a;sldr(cid:239)
27""000""000","14""000""000","72""000""000","-"
"94","wŒlrK  m(cid:223)md,kh","22801","rcfha  ks,Od(cid:223)kag  w;a;sldr(cid:239)
180""000""000","160""000""000","650""000""000","-"
