"","","2008 Mk; Mz;bd; 12 Mk; ,yf;f> gpuhe;jpa","","3"
"","cl;fl;likg;G mgptpUj;jp mwtPL (jpUj;jr;) rl;lk;","","",""
"03","8703","2000 I tpQ;rpa rpypz;lh;","10 rjtPjk;",""
"","","nfhs;sitf;  nfhz;Ls;s","",""
"","","Nkhl;lhh;  thfdk;","",""
"04","8702","13 Ml;fSf;Ff; Fiwthd Mrd","10 rjtPjk;",""
"","","nfhs;sitf;  nfhz;Ls;s","",""
"","","Nkhl;lhh;  thfdk;","",""
"05","8702","13 Ml;fs; my;yJ mjw;F","5.0 rjtPjk;",""
"","","Nkw;gl;l Mdhy; 17 Ml;fSf;","",""
"","","Ff; Fiwthd Mrd","",""
"","","nfhs;ssitf;  nfhz;Ls;s","",""
"","","Nkhl;lhh;  thfdk;","",""
"06","8702","17 Ml;fSf;fhd my;yJ","7.5 rjtPjk;",""
"","","mjw;F Nkw;gl;l Mrd","",""
"","","nfhs;ssitf;  nfhz;Ls;s","",""
"","","Nkhl;lhh;  thfdk;","",""
"07","8704","Nkhl;lhh; thfdk; (Fwpj;Jiuf;","5.0 rjtPjk;""""",""
"","","fg;gl;l vilia cila)","",""
