"5 1","Minister  of  Youth  and  Sports","19401 Advances  to  Public  Officers","50,000,000","15,000,000 120,000,000","—"
"5 2","Minister  of  Irrigation","19801 Advances  to  Public  Officers","15,000,000","2,500,000
60,000,000","—"
"5 3","State  Minister  of  National","","","",""
"","Heritage,  Performing  Arts  and","","","",""
"","Rural  Arts  Promotion","40101 Advances  to  Public  Officers","10,000,000","1,500,000
  20,000,000","—"
"5 4","State  Minister  of  Rural  and","","","",""
"","School  Sports  Infrastructure","","","",""
"","Improvement","40201 Advances  to  Public  Officers","6,000,000","4,000,000
  25,000,000","—"
"5 5","State  Minister  of  Women  and","","","",""
"","Child  Development,  Pre-Schools","","","",""
"","and  Primary  Education,  School","","","",""
"","Infrastructurs  and  Education","","","",""
"","Services","40301 Advances  to  Public  Officers","60,000,000","25,000,000
  120,000,000","—"
"5 6","State  Minister  of  Education","","","",""
"","Reforms,  Open  Universities  and","","","",""
"","Distance  Learning  Promotion","40401 Advances  to  Public  Officers","10,000,000","2,000,000
  15,000,000","—"
"5 7","State  Minister  of  Ornamental  Fish,","","","",""
"","Inland  Fish  and  Prawn  Farming,","","","",""
"","Fishery  Harbour  Development,","","","",""
"","Multiday  Fishing  Activities  and","","","",""
"","Fish  Exports","40501 Advances  to  Public  Officers","1,500,000","300,000
  4,000,000","—"
"5 8","State  Minister  of  Solar,  Wind  and","","","",""
"","Hydro  Power  Generation  Projects","","","",""
"","Development","40601 Advances  to  Public  Officers","2,000,000","700,000
  10,000,000","—"
