"No.","","","","Expenditure","Expenditure"
"","","","","Rs.","Rs."
"Made  up  as  follows  :-","","","","",""
"Head","435","State  Minister  of  Rural  Roads  and  other  Infrastructure","","",""
"","","Programme  01","Operational  Activitie","76,000,000","4,000,000"
"","","Programme  02","Development  Activities","-","9,996,000,000"
"","","Ministry  of  Agriculture","","",""
"","","Recurrent","9,838,000,000","",""
"","","Capital","23,557,100,000","",""
"Made  up  as  follows  :-","","","","",""
"Head","118","Minister  of    Agriculture","","",""
"","","Programme  01","Operational  Activities","837,500,000","37,100,000"
"","","Programme  02","Development  Activities","4,140,000,000","22,000,000,000"
"Head  285","","Department  of  Agriculture","","",""
"","","Programme  01","Operational  Activities","","514,500,000           61,500,000"
"","","Programme  02","Development  Activities","4,346,000,000","1,458,500,000"
