"109","l%
Svd  ixj¾Ok  fomd¾;fïka;=j","21901","rcfha  ks,Odßkag  w;a;sldrï","16""000""000
8""500""000","50""000""000","-"
"110","wdhq¾fõo  fomd¾;fïka;=j","22001","rcfha  ks,Odßkag  w;a;sldrï","55""000""000
41""900""000","190""000""000","-"
"111","lïlre  fomd¾;fïka;=j","22101","rcfha  ks,Odßkag  w;a;sldrï","78""000""000
70""000""000","280""000""000","-"
"112","Y%
S ,xld hqoaO yuqodj","22201","rcfha  ks,Odßkag  w;a;sldrï","3""165""100""000 2""690""000""000","5""965""000""000","-"
"113","Y%
S ,xld kdúl yuqodj","22301","rcfha  ks,Odßkag  w;a;sldrï","650""000""000
447""000""000","900""000""000","-"
"114","Y%
S ,xld kdúl yuqodj","22302",".nvd  w;a;sldrï  .sKqu","570""000""000
640""000""000","200""000""000","-"
"","","","^mqmqrK  øjH&","","",""
"115","Y%
S ,xld .=jka yuqodj","22401","rcfha  ks,Odßkag  w;a;sldrï","400""000""000
380""000""000","1""000""000""000","-"
"116","fmd,sia  fomd¾;fïka;=j","22501","rcfha  ks,Odßkag  w;a;sldrï","1""100""000""000
1""060""000""000","2""300""000""000","-"
"117","wd.uk  yd  ú.uk  fomd¾;fïka;=j","22601","rcfha  ks,Odßkag  w;a;sldrï","41""000""000
38""800""000","160""000""000","-"
"118","mqoa.,hska  ,shdmÈxÑ  lsÍfï","","","","",""
"","fomd¾;fïka;=j","22701","rcfha  ks,Odßkag  w;a;sldrï","48""000""000
29""500""000","150""000""000","-"
"119","wêlrK  mßmd,kh","22801","rcfha  ks,Odßkag  w;a;sldrï","475""000""000
373""000""000","1""650""000""000","-"
"120","kS;sm;s  fomd¾;fïka;=j","22901","rcfha  ks,Odßkag  w;a;sldrï","25""000""000
17""000""000","80""000""000","-"
"121","kS;s  flgqïm;a  iïmdol","","","","",""
"","fomd¾;fïka;=j","23001","rcfha  ks,Odßkag  w;a;sldrï","7""000""000
3""200""000","20""000""000","-"
"122 Kh  iykodhl  uKav,Sh","","","","","",""
"","fomd¾;fïka;=j","23101","rcfha  ks,Odßkag  w;a;sldrï","1""500""000
500""000","4""500""000","-"
"123","nkaOkd.dr  fomd¾;fïka;=j","23201","rcfha  ks,Odßkag  w;a;sldrï","150""000""000
135""000""000","435""000""000","-"
