"Head","","","","Recurrent","Capital"
"No.","","","","Expenditure","Expenditure"
"","","","","Rs.","Rs."
"Head","220","Department  of  Ayurveda","","",""
"","","Programme  01","Operational  Activities","131,500,000","4,500,000"
"","","Programme  02","Development  Activities","1,793,500,000","27,500,000"
"","","Ministry  of    Foreign  Affairs","","",""
"","","Recurrent","17,393,010,000","",""
"","","Capital","467,000,000","",""
"","Made  up  as  follows  :-","","","",""
"Head","112","Minister  of  Foreign  Affairs","","",""
"","","Programme  01","Operational  Activities","117,610,000","4,050,000"
"","","Programme  02","Development  Activities","17,275,400,000","462,950,000"
"","","Ministry  of  Trade,  Commerce  and  Food  Security","","",""
"","","Recurrent","4,607,650,000","",""
"","","Capital","4,764,450,000","",""
"","Made  up  as  follows  :-","","","",""
"Head","116","Minister  of  Trade,  Commerce  and  Food  Security","","",""
"","","Programme  01","Operational  Activities","334,750,000","27,250,000"
"","","Programme  02","Development  Activities","3,677,000,000","4,343,000,000"
"Head","295","Department  of  Commerce","","",""
"","","Programme  01","Operational  Activities","198,300,000","8,000,000"
"Head","298","","Department  of  Measurement  Units,  Standards  and  Services","",""
"","","Programme  01","Operational  Activities","170,300,000","-"
"Head","299","National  Intellectual  Property  Office  of  Sri  Lanka","","",""
"","","Programme  01","Operational  Activities","48,000,000","-"
