"","","Ministry  of  Public  Security","","",""
"","","Recurrent","105,767,050,000","",""
"","","Capital","7,107,200,000","",""
"Made  up  as  follows  :-","","","","",""
"Head","189","Minister  of    Public  Security","","",""
"","","Programme  01","Operational  Activities","10,828,490,000","1,266,140,000"
"Head","225","Department  of  Police","","",""
"","","Programme  01","Operational  Activities","94,938,560,000","5,841,060,000"
"","","Ministry  of  Labour  and  Foreign  Employment","","",""
"","","Recurrent","4,497,400,000","",""
"","","Capital","715,000,000","",""
"Made  up  as  follows  :-","","","","",""
"Head","193","Minister  of    Labour  and  Foriegn  Employment","","",""
"","","Programme  01","Operational  Activities","1,400,000,000","231,000,000"
"","","Programme  02","Development  Activities","","123,000,000             14,000,000"
"Head","221","Department  of  Labour","","",""
"","","Programme  01","Operational  Activities","1,395,000,000","222,000,000"
"","","Programme  02","Development  Activities","1,094,000,000","233,000,000"
"Head","328","Department  of  Manpower  and  Employment","","",""
"","","Programme  01","Operational  Activities","485,400,000","3,000,000"
"","","Programme  02","Development  Activities","-","12,000,000"
"","","Ministry  of  Sports  and  Youth  Affairs","","",""
"","","Recurrent","4,529,600,000","",""
"","","Capital","1,446,000,000","",""
