"","135 department of agriculture","28502 maintenance of agricultural 
       1,250,000,000        1,250,000,000          130,000,000","-"
"","","farms and Seed Sales",""
"","136 department of land","28601
Advances to Public Officers             26,000,000             20,000,000            85,000,000","-"
"","commissioner General","",""
"5","137 department of land title","28701
Advances to Public Officers             50,000,000             28,000,000          140,000,000","-"
"","Settlement","",""
"","138 department of Surveyor General","28801
Advances to Public Officers           220,000,000           135,000,000          700,000,000","-"
"","of Sri lanka","",""
"","139 department of export agriculture","28901
Advances to Public Officers             55,000,000             45,000,000          200,000,000","-"
"10","140 department of fisheries and","29001
Advances to Public Officers             25,000,000             25,000,000          130,000,000","-"
"","Aquatic Resources","",""
"","141 department of coast","29101
Advances to Public Officers             15,000,000             11,000,000            60,000,000","-"
"","conservation and coastal","",""
"","resource management","",""
"","142 department of animal production","29201
Advances to Public Officers             35,000,000             25,000,000          110,000,000","-"
"15","","",""
"","and health","",""
"","143 department of rubber","29301
Advances to Public Officers             21,000,000             20,000,000            80,000,000","-"
"","development","",""
"","144 department of national","29401
Advances to Public Officers             40,000,000             20,000,000          120,000,000","-"
"20","Zoological Gardens","",""
"","145 department of commerce","29501
Advances to Public Officers               3,000,000               2,500,000            20,000,000","-"
