"","made up as follows :-","","",""
"5","head  193  minister of labour","","",""
"","programme 01","operational activities","220,000,000","52,000,000"
"","programme 02","development activities","150,000,000","6,000,000"
"","head  221 department of labour","","",""
"","programme 01","operational activities","2,180,000,000","910,000,000"
"10","programme 02","development activities","1,220,000,000","710,000,000"
"","head  328 department of manpower and employment","","",""
"","programme 01","operational activities","600,000,000","7,000,000"
"","programme 02","development activities","","15,000,000"
"","","","-",""
