"","head  259 district Secretariat, matale","","",""
"","programme 01","operational activities","1,771,000,000","150,000,000"
"","head  260 district Secretariat, nuwara-eliya.","","",""
"","programme 01","operational activities","1,355,000,000","109,000,000"
"5","head  261 district Secretariat, Galle","","",""
"","programme 01","operational activities","3,410,000,000","545,000,000"
"","head  262 district Secretariat ,matara","","",""
"","programme 01","operational activities","2,750,000,000","473,000,000"
"","head  263 district Secretariat , hambantota","","",""
"10","programme 01","operational activities","2,008,000,000","578,000,000"
"","head  264 District Secretariat/ Kachcheri - Jaffna","","",""
"","programme 01","operational activities","2,303,000,000","187,000,000"
"","head  265 district Secretariat/ kachcheri - mannar","","",""
"","programme 01","operational activities","596,000,000","189,000,000"
"15","head  266 district Secretariat/ kachcheri - vavuniya","","",""
"","programme 01","operational activities","541,000,000","100,000,000"
"","head  267 district Secretariat/ kachcheri - mullaitivu","","",""
"","programme 01","operational activities","637,000,000","126,000,000"
