"","","","","Recurrent","Capital"
"","Head No.","","","Expenditure","Expenditure"
"","","","","Rs.","Rs."
"","","head  286 department of land commissioner General","","",""
"","","programme 02","development activities","706,000,000","70,000,000"
"","","head  287 department of land  title Settlement","","",""
"","","programme 02","development activities","843,000,000","24,000,000"
"5","","head  288 department of Surveyor General of Sri lanka","","",""
"","","programme 01","operational activities","370,000,000","175,000,000"
"","","programme 02","development activities","4,688,000,000","608,000,000"
"","","head  289 department of export agriculture","","",""
"","","programme 02","development activities","1,101,000,000","1,371,000,000"
"10","","head  292 department of animal production and health","","",""
"","","programme 01","operational activities","903,000,000","95,000,000"
"","","programme 02","development activities","","622,000,000"
"","","","","-",""
"","","head  327 department of land use policy planning","","",""
"","","programme 02","development activities","608,000,000","73,000,000"
