"","Ministry of Plantation and Community Infrastructure","",""
"","Recurrent
5,450,000,000","",""
"","Capital
11,288,000,000","",""
"","made up as follows :-","",""
"5","head  135 minister of plantation and community infrastructure","",""
"","programme 01
operational activities","1,702,000,000","69,000,000"
"","programme 02 
development activities","3,183,000,000","10,269,000,000"
"","head  293 department of rubber development","",""
"","programme 02 
development activities","423,000,000","545,000,000"
"10","head  337 department of cinnamon  development","",""
"","programme 02
development activities","142,000,000","Appropriation
405,000,000"
"","Ministry of Industry and Entrepreneurship Development","",""
"","Recurrent
4,805,000,000","",""
"","Capital
8,638,000,000","",""
"15 made up as follows :-","","",""
"","head  149 minister of  industry and entrepreneurship development","",""
"","programme 01
operational activities","1,392,700,000","143,800,000"
"","programme 02 
development activities","3,069,000,000","31
8,426,500,000"
