"249","Department of Treasury","Foreign Loans  Act , No. 29 of","Programme 01-","2,944,740,000,000","1,594,850,000,000","4,539,590,000,000"
"","Operations","1957  (Section 2 Paragraphs","Operational","","",""
"","","(a) and  (c)), Local Treasury","Activities","","",""
"","","Bills Ordinance (Chapter 417)","","","",""
"","","Section 6(1) of the","","","",""
"","","Active Liability Management","","","",""
"","","Act, No. 8 of 2018","","","",""
"253","Department of Pensions","Widows’ and","Programme 01-","77,000,000,000","-","77,000,000,000"
"","","Orphans’Pension Fund","Operational","","",""
"","","Ordinance (Chapter","Activities","","",""
"","","431), Widowers’and","","","",""
"","","Orphans’Pensions Act, No.","","","",""
"","","24 of 1983, Widows’and","","","",""
"","","Orphans’Pension  Scheme","","","",""
"","","(Armed Forces) Act,","","","",""
"","","No. 18 of 1970, School","","","",""
"","","Teachers’Pensions Act,","","","",""
"","","(Chapter 432)","","","",""
"","Total","","","3,021,901,982,000","1,594,850,000,000","4,616,751,982,000"
