"","","","Recurrent","Capital"
"Head No.","","","Expenditure","Expenditure"
"","","","Rs.","Rs."
"Head","19 Office of the Leader of the Opposition of Parliament","","",""
"","Programme 01 
Operational Activities","","321,050,000","9,950,000"
"Head","20
Election Commission","","",""
"","Programme 01 
Operational Activities","","21,272,000,000","209,000,000"
"Head","21 National Audit Office","","",""
"","Programme 01
Operational Activities","","3,288,800,000","1,062,000,000"
"Head","22 Office of the Parliamentary Commissioner for","","",""
"","Administration","","",""
"","Programme 01
Operational Activities","","41,800,000","2,500,000"
"Head","23 Audit Service Commission","","",""
"","Programme 01
Operational Activities","","71,500,000","3,300,000"
"Head","24 National Procurement Commission","","",""
"","Programme 01
Operational Activities","","80,700,000","135,300,000"
"Head","25 Delimitation Commission","","",""
"","Programme 01
Operational Activities","","18,700,000","300,000"
"","Ministry of Buddhasasana, Religious and Cultural Affairs","","",""
"","Recurrent","8,600,000,000","",""
"","Capital","5,425,000,000","",""
