"","","","Activities of the 
Rs. 
Government
Rs.",""
"","","","Rs. 
Government",""
"","","","Rs.",""
"68","Sri Lanka Navy","22302","Stores Advance Account 
       2,500,000,000        3,000,000,000          700,000,000 
 -","46"
"","","","(Explosive items)",""
"69","Sri Lanka Air Force","22401","Advances to Public Officers           450,000,000           265,000,000       1,500,000,000 
 -",""
"70","Department of Police","22501","Advances to Public Officers        1,900,000,000           820,000,000       2,500,000,000 
 -",""
"71","Department of Immigration and","22601","Advances to Public Officers             35,000,000             42,000,000          180,000,000 
 -",""
"","Emigration","","",""
"72","Department of Registration of","22701","Advances to Public Officers             45,000,000             45,000,000          230,000,000 
 -",""
"","Persons","","",""
"73","Courts Administration","22801","Advances to Public Officers           550,000,000           420,000,000       1,900,000,000 
 -",""
"74","Attorney General's Department","22901","Advances to Public Officers             35,000,000             16,000,000          100,000,000 
 -","Appropriation Act, No. 3 of 2025"
"75","Legal Draftsman's Department","23001","Advances to Public Officers             10,000,000               3,500,000            20,000,000 
 -",""
"76","Department of Debt Conciliation","23101","Advances to Public Officers               5,000,000                  900,000              7,500,000 
 -",""
"","Board","","",""
"77","Department of Prisons","23201","Advances to Public Officers           145,000,000           110,000,000          319,000,000 
 -",""
"78","Department of Prisons","23202","Prisons Industrial and 
          250,000,000           275,000,000            75,000,000         15,000,000",""
"","","","Agricultural Undertakings",""
"79","Department of Government","23301","Advances to Public Officers             12,000,000               7,000,000            35,000,000 
 -",""
"","Analyst","","",""
