"","","","Government
the Accounts of 
Government","Activities of the"
"","","","Activities of the 
Rs. 
Rs.","Government"
"","","","Government","Rs."
"","","","Rs.",""
"42 Minister of Public Security and","","18901","Advances to Public Officers           130,000,000             62,000,000          176,000,000","-"
"","Parliamentary Affairs","","",""
"43 Minister of Labour","","19301","Advances to Public Officers               5,000,000               1,000,000            30,000,000","-"
"44 Minister of Youth Affairs and","","19401","Advances to Public Officers             15,000,000               3,000,000          100,000,000","-"
"","Sports","","",""
"45 Minister of Science and","","19601","Advances to Public Officers             30,000,000               6,000,000          100,000,000","-"
"","Technology","","",""
"46","Department of Buddhist Affairs","20101","Advances to Public Officers             50,000,000             25,000,000          160,000,000","-"
"47","Department of Muslim Religious","20201","Advances to Public Officers               3,000,000               1,500,000            14,000,000","-"
"","and Cultural Affairs","","",""
"48","Department of Christian","20301","Advances to Public Officers               3,500,000               1,600,000            10,000,000","-"
"","Religious Affairs","","",""
"49","Department of Hindu Religious","20401","Advances to Public Officers             12,000,000               5,000,000            30,000,000","-"
"","and Cultural Affairs","","",""
"50","Department of Public Trustee","20501","Advances to Public Officers               6,000,000               3,000,000            18,000,000","-"
"51","Department of Cultural Affairs","20601","Advances to Public Officers             35,000,000             21,000,000          120,000,000","-"
"52","Department of Archaeology","20701","Advances to Public Officers             65,000,000             45,000,000          190,000,000","-"
"53","Department of National Museums","20801","Advances to Public Officers             25,000,000             11,000,000            87,000,000","-"
"54","Department of National Archives","20901","Advances to Public Officers             12,000,000               5,000,000            32,000,000","-"
