"Made up as follows :-","","",""
"Head  101 Minister of  Buddhasasana, Religious and Cultural Affairs","","",""
"Programme 01","Operational Activities","640,000,000","109,000,000"
"Programme 02","Development Activities","1,650,000,000","2,076,000,000"
"Head  201 Department of Buddhist Affairs","","",""
"Programme 01","Operational Activities","129,000,000","8,000,000"
"Programme 02","Development Activities","1,708,000,000","125,000,000"
"Head  202 Department of Muslim Religious and Cultural Affairs","","",""
"Programme 02","Development Activities","179,000,000","31,000,000"
"Head  203 Department of Christian Religious  Affairs","","",""
"Programme 02","Development Activities","208,000,000","62,000,000"
"Head  204 Department of Hindu Religious and Cultural Affairs","","",""
"Programme 02","Development Activities","253,000,000","47,000,000"
"Head  205 Department of Public Trustee","","",""
"Programme 01","Operational Activities","114,000,000","21,000,000"
"Head  206 Department of Cultural Affairs","","",""
"Programme 01","Operational Activities","160,000,000","12,000,000"
"Programme 02","Development Activities","797,000,000","631,000,000"
