"Head","8","National Police Commission","",""
"","","Programme 01 Operational Activities","224,400,000","12,500,000"
"Head","9","Administrative Appeals Tribunal","",""
"","","Programme 01 Operational Activities","48,600,000","900,000"
"Head","10","Commission to Investigate Allegations of Bribery or Corruption","",""
"","","Programme 01 Operational Activities","945,700,000","411,500,000"
"Head","11 Office of the Finance Commission","","",""
"","","Programme 01 Operational Activities","132,200,000","800,000"
"Head","13 Human Rights Commission of Sri Lanka","","",""
"","","Programme 01 Operational Activities","358,500,000","90,500,000"
"Head","16","Parliament","",""
"","","Programme 01 Operational Activities","4,208,300,000","940,200,000"
"Head","17 Office of the Leader of the House of Parliament","","",""
"","","Programme 01 Operational Activities","73,500,000","4,500,000"
"Head","18 Office of the Chief Govt. Whip of Parliament","","",""
"","","Programme 01 
 Operational Activities","86,100,000","2,400,000"
