"Head  283 Department of Forests Conservation","","",""
"Programme 01","Operational Activities","2,500,000,000","1,280,000,000"
"Head  284 Department of Wildlife Conservation","","",""
"Programme 01","Operational Activities","5,324,000,000","406,000,000"
"Head  291 Department of Coast Consevation and Coastal Resource Management","","",""
"Programme 01","Operational Activities","419,000,000","382,000,000"
"Head  294 Department of National Zoological Gardens","","",""
"Programme 02","Development Activities","741,000,000","167,000,000"
"Head  322 Department of National Botanical Gardens","","",""
"Programme 02","Development Activities","834,000,000","278,000,000"
"Ministry of  Women and Child Affairs","","",""
"Recurrent","15,234,000,000","",""
"Capital","842,000,000","",""
