"","","","","Recurrent","Capital"
"Head No.","","","","Expenditure","Expenditure"
"","","","","Rs.","Rs."
"Head  311 Department of National Physical Planning","","","","",""
"","Programme 01","Operational Activities","","221,000,000","43,000,000"
"Head  332 Department of National Community Water Supply","","","","",""
"","Programme 01","Operational Activities","","570,000,000","2,719,000,000"
"","","Ministry of Rural Development, Social Security and Community Empowerment","","",""
"","Recurrent","","24,990,000,000","",""
"","Capital","","6,160,000,000","",""
