"Y
S
¾I","","","","m
q
krdj¾;k","u
,Ok"
"wxlh","","","","úhoï","úhoï"
"","","","","re'","re'"
"YS¾I 252","","ckf,aLk  yd  ixLHd  f,aLk  fomd¾;fïka;=j","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","659,700,000","650,000,000"
"YS¾I 280","","jHdmD;s  l<ukdlrK  iy  wëlaIK  fomd¾;fïka;=j","","",""
"","","jevigyk  02  ixj¾Ok  jevigyk","","77,975,000","20,200,000"
"YS¾I  296","","wdkhk  iy  wmkhk  md,k  fomd¾;fïka;=j","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","44,720,000","8,800,000"
"YS¾I 323","","kS;s  lghq;=  fomd¾;fïka;=j","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","13,390,000","650,000"
"YS¾I 324","","l<ukdlrK  ú.Kk  fomd¾;fïka;=j","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","26,675,000","1,600,000"
"YS¾I 329","","f;dr;=re  ;dlaIK  l<ukdlrK  fomd¾;fïka;=j","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","31,230,000","6,000,000"
"","","rdcH wdrlaIl yd kd.ßl ixj¾Ok wud;HdxYh","","",""
"","","mqkrdj¾;k","210,674,260,000","",""
"","","uQ,Ok","45,358,381,285","",""
"","","my;  mßÈ  úhoï  ieliS  we;  :—","","",""
"YS¾I 103","","rdcH  wdrlaIl  yd  kd.ßl  ixj¾Ok  wud;Hjrhd","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","4,056,860,000","4,310,150,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","","980,000,000","18,431,000,000"
"YS¾I  222","YS","% ,xld hqo yuqodj","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","124,980,100,000","7,681,431,285"
