"","Column I","Column II","","Column III"
"","Duties and Functions","Departments,  Statutory  Institutions","","Laws and Ordinance to be"
"","","&  Public  Corporations","","Implemented"
"2.","Providing facilitation needed and","6.
Tea and Rubber Estates (Control","","Tea Small Holdings Development"
"","","","",""
"","providing other facilities for","and Fragmentation) Board","","Act, No. 35 of 1975"
"","raising production by providing","","",""
"","quality seeds and planting","7.
Kalubovitiyana Tea Factory Ltd.","",""
"","","","","Tea Subsidy Act, No. 12 of 1958"
"","material for cultivation of","","",""
"","plantation  crops","","",""
"","","8.
Janatha Estate Development","",""
"","","","","Tea (Tax and Control of Exports)"
"","","Board","",""
"","","","","Act, No. 16 of 1959"
"3.","Enhance international","","",""
"","competitiveness for productivity","","",""
"","","9.
Sri Lanka State Plantation","",""
"","in the plantation industry","","","Tea Research Board Act, No.52 of"
"","","Corporation","",""
"","","","","1993"
"4.","Adoption of necessary measures","","",""
"","to promote value addition","10.
Elkaduwa Plantation Company","",""
"","","","","Tea and Rubber Estates (Control"
"","industries based on plantation","Ltd.","",""
"","","","","of Fragmentation) Act, No. 02 of"
"","crops","","",""
"","","","","1958"
"","","11. Kurunegala Plantation Company","",""
"5.","Issuance of licences related to tea","","",""
"","","Ltd.","",""
"","and rubber","","","Rubber Replanting Subsidy Act,"
"","","","","No. 36 of 1953"
"","","12.
Chilaw Plantation Company Ltd.","",""
"6.","Issuance of permits for export of","","",""
"","tea","","",""
"","","13. Galoya Plantation (Pvt.) Company","","Rubber Research Ordinance, No."
"","","","","10 of 1930"
"7.","Issuance of licences related to","","",""
"","fragmentation of  tea and rubber","14. Department of Rubber","",""
"","estates, and their control","Development","","Rubber Control Act, No. 11 of"
"","","","","1956"
"8.","Optimum utilization of plantation","","",""
"","","15.
Thurusaviya  Fund","",""
"","lands through multiple cropping","","",""
"","","","","Thurusaviya Fund Act, No. 23 of"
"","and integrated farming, thereby","","",""
"","","16.
Rubber Research Institute","","2000"
"","increasing production and","","",""
"","employment","","",""
"","","17.
Sri Lanka Rubber Manufacturing","",""
"","","","","Coconut Cultivation Board Act,"
"","","and Export Corporation","",""
"","","","","No. 46 of 1971"
"9.","Matters relating to the","","",""
"","development, promotion and","","",""
"","","18.
Coconut Cultivation Board","",""
"","research activities of tea, rubber","","","Coconut Development (Special"
"","and  coconut industries","","","Provisions) Act, No. 45 of 1984"
"","","19.
Coconut Development Authority","",""
"10.","Formulating policies and devising","","",""
"","","","","Coconut Development Act, No. 46"
"","strategies for directing farmers,","20.
Coconut Research Institute","",""
"","","","","of 1971"
"","fishermen, small scale agri","","",""
"","entrepreneurs towards global","21. Kapruka Fund","",""
"","","","","Coconut Fibre Act, No. 17 of 1967"
"","economy by value addition to","","",""
"","local products manufacture of","22.
Sri Lanka Cashew Corporation","",""
"","","","","Coconut Products Ordinance, No."
"","highly valued goods, expansion","","",""
"","","","","13 of 1935"
"","of market opportunities and","","",""
"","","23. Hingurana Sugar Industry Ltd.","",""
"","protection of industries and","","",""
"","implementation with co-ordinating","","","Coconut Research Board Act, No."
"","","24.
Ceylon Sugar (Pvt.) Ltd.","",""
"","relevant institutions","","","37 of 1950"
