"","Column I","Column II","","Column III"
"","Duties and Functions","Departments,  Statutory  Institutions","","Laws and Ordinance to be"
"","","&  Public  Corporations","","Implemented"
"1.","Formulation, implementation,","1.
Department of Land","","Land Acquisition Act, No. 09 of"
"","monitoring and evaluation of","Commissioner General","","1950"
"","policies, programmes and","","",""
"","projects; in relation to the subject","2.
Land Reform Commission","","Land Development Ordinance,"
"","","","",""
"","of lands and land development","","",""
"","","","","No. 19 of 1935"
"","and the subjects of the","3.
Department of Land Settlement","",""
"","departments  and  statutory","","",""
"","","","","Land Redemption Ordinance, No."
"","institutions referred to in Column","4.
Department of Surveyor General","",""
"","","","","61 of 1942"
"","II and laws and regulations","","",""
"","referred to in Column III","5.
Institute of Surveying and","",""
"","","","","Land Settlement Ordinance,   No."
"","","Mapping","",""
"","","","","20 of 1931"
