"","Column I","Column II","","Column III"
"","","","",""
"","Duties and Functions","Departments,  Statutory  Institutions","","Laws and Ordinance to be"
"","","&  Public  Corporations","","Implemented"
"1.","Formulation, implementation,","1.
University Grants Commission","","Universities Act, No. 16 of 1978"
"","monitoring and evaluation of","","",""
"","policies, programmes and","2.
All State Universities,","","Sri Lanka Institute of Advanced"
"","projects; in relation to subject of","Postgraduate  Institutions  and","","Technological Education Act, No."
"","Higher Education Technology","other Institutions under the","","29 of 1995"
"","and Innovation and the subjects","purview of University Grants","",""
"","of the departments, statutory","Commission","","Mahapola Higher Education"
"","institutions referred to in Column","","","Scholarship Act, No. 66 of 1981"
"","","3.
Buddhasravaka Bhiksu University","",""
"","II and laws and regulations","","",""
"","referred to in Column III","","","Buddhasravaka Bhiksu University"
"","","4.
Buddhist and Pali University","",""
"","","","","Act, No. 26 of 1996"
"2.","Management and development of","","",""
"","","5.
Sri Lanka Institute of Advanced","",""
"","State Universities under the","","","Buddhist and Pali University of"
"","","Technological Education","",""
"","administration of the University","","","Sri Lanka Act, No. 74 of 1981"
"","Grants Commission","","",""
"","","6.
Mahapola Higher Education","",""
"","","","","Science and Technology"
"","","Scholarship Trust Fund","",""
"3.","Affiliation and promotion of","","",""
"","","","","Development Act,     No. 11 of"
"","cooperation with international","","",""
"","","","","1994"
"","","7.
National Institute of Business","",""
"","academic institutions and other","","",""
"","","Management and affiliated","",""
"","organizations with the objective","","",""
"","","","","Sri Lanka Accreditation Board for"
"","","institutions","",""
"","of improving the quality of higher","","",""
"","","","","Conformity Assessment Act, No."
"","education in  Sri Lanka","","",""
"","","","","32 of 2005"
"","","8.
University of Vocational","",""
"","","Technology","",""
"4.","Identification and adoption of","","",""
"","","","","Sri Lanka Standard Institute Act,"
"","appropriate criteria in broadening","","",""
"","","","","No. 06 of 1984"
"","","9.
National Institute of Fisheries and","",""
"","avenues for higher education","","",""
"","","Nautical Engineering (Ocean","",""
"","","","","Sri Lanka Inventors Incentives"
"","","University)","",""
"5.","Implementation of scholarship","","",""
"","","","","Act, No. 53 of 1979"
"","programmes so as to enable the","","",""
"","","10.
Industrial Technology Institute","",""
"","qualified students in  Sri Lanka to","","",""
"","","","","Institute of Fundamental Studies,"
"","gain entrance to the International","","",""
"","","11.
Sri Lanka Institute of Nano","","Sri Lanka Act, No. 55 of 1981"
"","Universities","","",""
"","","Technology (Pvt) Ltd.","",""
"","","","","Intellectual Property Act, No. 36"
"6.","Effecting necessary policy","","",""
"","","12. National Institute of Fundamental","","of 2003"
"","revisions in strengthening the","","",""
"","","Studies","",""
"","universal system for producing","","",""
"","","","","National Institute of Technical"
"","graduate who will be matching the","","",""
"","","13. National Science Foundation","",""
"","","","","Education of Sri Lanka Act, No. 59"
"","demand in the job market and the","","",""
"","","","","of 1998"
"","provision of human resources","","",""
"","","14. National Science  and Technology","",""
"","required for the said purpose","","",""
"","","Commission","",""
"","","","","National Innovation Agency Act,"
"","","","","No. 22 of 2019"
"7.","Adopting necessary measures to","","",""
"","","15.
Planetarium","",""
"","secure international recognition","","",""
"","","","","University of Vocational"
"","for degree courses conducted by","16. Arthur C. Clarke Centre for","",""
"","","","","Technology Act, No. 31 of 2008"
"","the universities in Sri Lanka","Modern  Technology","",""
