"","Column I","Column II","","Column III"
"","Duties and Functions","Departments,  Statutory  Institutions","","Laws and Ordinance to be"
"","","&  Public  Corporations","","Implemented"
"1.","Formulation, implementation,","1.
Urban Development   Authority","²","Urban Development  Authority"
"","monitoring and evaluation of","","","Act, No. 41 of 1978"
"","","2.
Sri Lanka Land Reclamation and","",""
"","policies, programmes and projects","","",""
"","","Development Corporation","²","Urban Development Projects"
"","in relation to the subject of Urban","","",""
"","","","","(Special Provisions) Act, No. 2 of"
"","Development, Water Supply  and","","",""
"","","3.
National Physical Planning","",""
"","","","","1980"
"","Housing Facilities and the","","",""
"","","Department","",""
"","subjects of the departments and","","",""
"","","","²","Sri Lanka Land Reclamation and"
"","statutory institutions referred to","4.
National Water Supply and","",""
"","","","","Development Corporation Act,"
"","in Column II and laws and","Drainage Board","",""
"","","","","No. 15 of 1961"
"","regulations referred to in Column","","",""
"","","5.
Department of National Commu-","",""
"","III","","²","Colombo  District  (Low  Lying"
"","","nity Water Supply","",""
"","","","","Areas)  Reclamation  and  Devel-"
"2.","Planning and Development of","","",""
"","","","","opment  Board  Act,  No.  15  of"
"","","6.
Urban Settlement Development","",""
"","metropolis and suburbs","","",""
"","","","","1968"
"","","Authority","",""
"3.","Formally promoting and regulat-","","",""
"","","","²","Town and Country Planning"
"","","7.
National Housing Development","",""
"","ing integrated economic, social","","",""
"","","","","Ordinance, No. 13 of 1946"
"","","Authority","",""
"","and physical development of","","",""
"","urban areas","","²","National Water Supply and"
"","","8.
Condominium Management","",""
"","","","","Drainage Board Law, No. 2 of 1974"
"","","Authority (Common Amenities","",""
"4.","Urban solid waste management","","",""
"","","Board)","",""
"","","","²","National Housing Development"
"5.","Matters relating to reclamation","","",""
"","","","","Authority Act No.17 of 1979"
"","","9.
Housing Planning and Building","",""
"","and development of low lying","","",""
"","","Centre and its subsidiaries and","",""
"","areas","","²","Urban Settlement Development"
"","","affiliated companies","",""
"","","","","Authority Act No. 36 of 2008"
"6.","Providing necessary guidance in","","",""
"","","10.
Building Material Corporation","",""
"","the development of underserved","","²","Apartment Ownership Act No. 11"
"","","Limited","",""
"","areas and marshy lands in urban","","","of 1973"
"","areas based on a common plan","","",""
"","","11. Department of Buildings","",""
"","","","²","Apartment Ownership (Special"
"7.","Formulation of National Physical","","","Provisions) Act No. 04, 1999"
"","","12. Department of Government","",""
"","and Local Physical Plan","","",""
"","","Factories","",""
"","","","²","Common Amenities Board Act No."
"8.","Directing and regulating all","","","10 of 1973"
"","","13.
Construction Industry Develop-","",""
"","construction work based on","","",""
"","","ment Authority","",""
"","","","²","Construction Industries Develop-"
"","National Physical Plan in order to","","",""
"","","","","ment Act No. 33 of 2014"
"","ensure an integrated urban","14.
State Engineering Corporation","",""
"","development","","",""
"","","","²","All other legislations pertaining to"
"","","15.
State Development and Construc-","",""
"","","","","the subjects specified in Column I"
"9.","Taking necessary measures in","tion Corporation","",""
"","","","","and II that have not been"
"","order to ensure the provision of","","",""
"","","16. National Equipment and Machin-","","specifically brought under the"
"","pure drinking water to each citizen","","",""
"","","ery Organization","","purview of any other Minister."
"10.","Examine, planning, designing,","","",""
"","","17. Ocean View Development (Pvt)","",""
"","construction, operation and","","",""
"","","Ltd","",""
"","maintenance  water supply","","",""
"","services drainage systems and","","",""
"","sanitary facilities","","",""
