"Column I","","Column II","","Column III"
"Duties and Functions","","Departments,  Statutory  Institutions","","Laws and Ordinance to be"
"","","&  Public  Corporations","","Implemented"
"2.
Administration and personnel","6.","Department of Registrar General","","Widowers’ and Orphans’ Pension"
"management relating to the","","","","Scheme (Armed Forces) Act, No."
"following all island services :","7.","Department of Official Languages","","60 of 1998"
"Sri Lanka Administrative Service","","","",""
"Sri Lanka Accountants’  Service","8.","Official Languages Commission","","Widows’ and Orphans’ Pension"
"Sri Lanka Planning Service","","","","Scheme (Armed Forces) Act, No."
"Sri Lanka Engineering Service","9.","National Institute of Language","","18 of 1970"
"Sri Lanka Scientific Service","","Education and Training","",""
"Sri Lanka Architectural Service","","","","Public Service Pensioners’ Trust"
"Sri Lanka Technological Service","","10. National Council of Sri Lanka for","","Fund Act, No. 40 of 1999"
"Administration of the","","the Development of Human","",""
"Combined Services","","Resources","","Government Quarters (Recovery"
"","","","","of Possession) Act, No. 07 of 1969"
"3.
Delivery and Direction of public","","","",""
"","11.","Sri Lanka Institute of Local","",""
"services functions in conformity","","","",""
"","","Government","","Public Service Provident Fund"
"with the provision of the","","","",""
"","","","","Ordinance, No. 18 of 1942"
"Establishments Code","","","",""
"","12.","Local Loans and Development","",""
"","","Fund","","Prize Awarding Competitions Act,"
"4.
Public service training","","","",""
"","","","","No. 37 of 1957"
"","","13. Miloda Institute (Academy of","",""
"5.
Formulating and implementing","","","",""
"","","Financial Studies).","","Transfer of Powers (Divisional"
"policies and programmes for the","","","",""
"","","","","Secretaries) Act, No. 58 of 1992"
"delivery of services by the","","","",""
"government employees in a","","","",""
"","","","","Births and Deaths"
"people friendly manner and in","","","",""
"","","","","Registration ordinance, No.17 of"
"such a way as  to enhance","","","",""
"","","","","1951"
"national productivity","","","",""
"","","","","Kandyan Marriage and"
"6.
Effective implementation of the","","","",""
"","","","","Divorce Act, No. 44 of 1952"
"Minutes of Pensions in order to","","","",""
"ensure the welfare and security of","","","",""
"","","","","Marriage and divorce (Muslim)"
"pensioners of the public service","","","",""
"","","","","Act, No. 13 of 1951"
"7.
Implementing National Language","","","",""
"","","","","Notaries Ordinance No. 01 of 1907"
"policy and related matters","","","",""
"","","","","Registration of Documents"
"8.
Matters relating to all government","","","",""
"","","","","Ordinance No. 23 of 1927"
"pension  schemes","","","",""
"","","","","Marriage Registration (General)"
"9.
Promoting and ensuring the","","","",""
"","","","","Ordinance No. 19 of 1907"
"adoption of effective","","","",""
"methodologies of high quality","","","",""
"","","","","Official Language Act, No. 33 of"
"governing machinery aimed at","","","",""
"","","","","1956"
"achieving anticipated","","","",""
"development targets","","","",""
