"Column I","","Column II","","Column III"
"Duties and Functions","","Departments,  Statutory  Institutions","","Laws and Ordinance to be"
"","","&  Public  Corporations","","Implemented"
"Formulation, implementation,","","","","Revival of Underperforming"
"","1.","Assets vested to the Secretary to","",""
"monitoring and evaluation of","","the Treasury, under the Act, No.","","Enterprises or Underutilized"
"policies, programmes and","","43 of 2011","","Assets Act, No. 43 of 2011"
"projects; in relation to the subject","","","",""
"","","","","Sri Lanka Export Development"
"of industrial export and","2.","Sri Lanka Export Development","",""
"","","","","Board Act, No. 40 of 1979"
"investment promotion and the","","","",""
"","","Board","",""
"subjects of the departments and","","","","All other legislations pertaining"
"statutory institutions referred to","","","","to the subjects specified in"
"in Column II and laws and","","","","Column I and II, and not"
"regulations referred to in","","","","specifically brought under the"
"Column III","","","","purview of any other Minister."
