"","152","khtl;lr;  nrayfk;-khj;jis","25901","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","","","Kw;gzk;","66,000,000","40,000,000","200,000,000",""
"","153","khtl;lr; nrayfk;-Etnuypah","26001","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","","","Kw;gzk;","42,000,000","27,000,000","110,000,000",""
"","154","khtl;lr;  nrayfk;-fhyp","26101","mur  mYtyh;fSf;fhd","","","",""
"5","","","","","","","",""
"","","","","","","","","—"
"","","","","Kw;gzk;","72,000,000","68,000,000","251,000,000",""
"","155","khtl;lr;  nrayfk;-khj;jiw","26201","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","","","Kw;gzk;","74,000,000","70,000,000","275,000,000",""
"","156","khtl;lr;  nrayfk;-","26301","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"10","","mk;ghe;Njhl;il","","Kw;gzk;","65,000,000","46,000,000","225,000,000",""
"","157","khtl;lr;  nrayfk;/  fr;Nrhp  -","26401","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","aho;g;ghzk;","","Kw;gzk;","75,000,000","52,000,000","200,000,000",""
"","158","khtl;lr;  nrayfk;/  fr;Nrhp  -","26501","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","kd;dhh;","","Kw;gzk;","18,000,000","9,000,000","60,000,000",""
"15","159","khtl;lr;  nrayfk;/  fr;Nrhp  -","26601","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","tTdpah","","Kw;gzk;","16,000,000","10,000,000","60,000,000",""
"","160","khtl;lr;  nrayfk;/  fr;Nrhp  -","26701","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","Ky;iyj;jPT","","Kw;gzk;","18,000,000","10,000,000","55,000,000",""
"","161","khtl;lr;  nrayfk;/  fr;Nrhp  -","26801","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","","","Kw;gzk;","","","",""
"20","","fpspnehr;rp","","","17,000,000","11,500,000","50,000,000",""
"","162","khtl;lr;  nrayfk;/  fr;Nrhp  -","26901","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","kl;lf;fsg;G","","Kw;gzk;","46,000,000","33,000,000","140,000,000",""
"","163","khtl;lr;  nrayfk;-mk;ghiw","27001","mur  mYtyh;fSf;fhd","","","",""
"","","","","Kw;gzk;","","","","—"
"","","","","","75,000,000","48,000,000           240,000,000","",""
"25","164","khtl;lr;  nrayfk;/  fr;Nrhp  -","27101","mur  mYtyh;fSf;fhd","","","",""
"","","jpUNfhzkiy","","Kw;gzk;","40,000,000","23,000,000","120,000,000","—"
"","165","khtl;lr;  nrayfk;-","27201","mur  mYtyh;fSf;fhd","","","",""
"","","FUehfy;","","Kw;gzk;","112,000,000","92,000,000","365,000,000","—"
"","166","khtl;lr;  nrayfk;-Gj;jsk;","27301","mur  mYtyh;fSf;fhd","","","",""
"","","","","Kw;gzk;","","","","—"
"30","","","","","60,000,000","42,000,000","195,000,000",""
