"","ශීර්්ෂ","288","ශ්‍රී ලංකපා මිනින්යදපාේරු යද්පාර්ත්යමන්තුව","","","",""
"","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","","370,000,000","175,000,000",""
"","","","වැඩසටහන 02
සංවර්්ධන වැඩසටහන","","4,688,000,000","608,000,000",""
"","ශීර්්ෂ","289","අ්නයන කෘෂිකර්ම යද්පාර්ත්යමන්තුව","","","",""
"5","","","වැඩසටහන 02
සංවර්්ධන වැඩසටහන","","1,101,000,000","1,371,000,000",""
"","ශීර්්ෂ","292","සත්ත්ව නි්ෂේ්පාදන හපා යසෞඛ‍ය යද්පාර්ත්යමන්තුව","","","",""
"","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","","903,000,000","95,000,000",""
"","","","වැඩසටහන 02
සංවර්්ධන වැඩසටහන","","-","622,000,000",""
"","ශීර්්ෂ","327","ඉඩම ්රිහරණ ප්‍රති්ත්ති සැලසුම යද්පාර්ත්යමන්තුව","","","",""
"10","","","වැඩසටහන 02
සංවර්්ධන වැඩසටහන","","608,000,000","73,000,000",""
"","","","බලශ්ක්ති අමාත‍යාංශ්ය","","","","විසර්ජන"
"","","","පුනරාවර්තන","1,061,000,000","","",""
"","","","මූලධන","20,081,000,000","","",""
"","","","්හත් ්රිදි වියදම සැකසී ඇත්:-","","","",""
"15","ශීර්්ෂ","119","්බලශක්ති අමපාත්‍යවරයපා","","","",""
"","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","","598,000,000","25,000,000",""
"","","","වැඩසටහන 02
සංවර්්ධන වැඩසටහන","","463,000,000","20,056,000,000",""
"","","","නාගරික සංවර්ධන, ඉදිකිරීේ සහ නිවාස අමාත‍යාංශ්ය","","","",""
"","","","පුනරාවර්තන","3,282,000,000","","",""
"20","","","මූලධන","98,000,000,000","","",""
"","","","්හත් ්රිදි වියදම සැකසී ඇත්:-","","","",""
