"","","","","සීමපා 
්බ
ැ
ර
 
කළ යුතු 
උ්රිම සීමපා","උ්රිම සීමපා"
"","","","","රු
.
 
ල
ැ
බීමවල අවම 
රු
.","රු
."
"","","","","සීමපා",""
"","","","","රු
.",""
"","93","ශ්‍රී ලංකපා යර්ගුව","24701","රජයේ නිල්ධපාරීන්ට අත්තිකපාරම         55,000,000             50,000,000          250,000,000","-"
"","94","ශ්‍රී ලංකපා යර්ගුව","24702","අත්අඩංගුවට ගන්නපා ලද හපා 
        20,000,000               8,000,000            80,000,000","-"
"","","","","රපාජසන්ත්ක කරන ලද ්බඩු ද්‍රව‍ය",""
"","","","","පිළි්බඳ අත්තිකපාරම ගිණුම",""
"5","95","සුරපා්බදු යද්පාර්ත්යමන්තුව","24801","රජයේ නිල්ධපාරීන්ට අත්තිකපාරම         45,000,000             45,000,000          140,000,000","-"
"","96","්භපාණ්ඩපාගපාර යමයහයුම","24901","රජයේ නිල්ධපාරීන්ට අත්තිකපාරම           8,000,000               6,000,000            23,000,000","-"
"","","යද්පාර්ත්යමන්තුව","","",""
"","97","රපාජ‍ය ගිණුම","25001","රජයේ නිල්ධපාරීන්ට අත්තිකපාරම           7,000,000               5,000,000            20,000,000","-"
"","","යද්පාර්ත්යමන්තුව","","",""
"10","98","රපාජ‍ය ගිණුම","25002","යවනත් ආණ්ඩු යවනුයවන් 
          1,125,000                  800,000                 700,000","-"
"","","යද්පාර්ත්යමන්තුව","","යගවීම සඳහපා අත්තිකපාරම",""
"","99","රපාජ‍ය ගිණුම","25003","විවි්ධ අත්තිකපාරම
        10,000,000                  3,000,000          150,000,000","-"
"","","යද්පාර්ත්යමන්තුව","","",""
"","100","ත්ක්යසේරු","25101","රජයේ නිල්ධපාරීන්ට අත්තිකපාරම         35,000,000             30,000,000          115,000,000","-"
"15","","යද්පාර්ත්යමන්තුව","","",""
"","101","ජන හපා සංඛ‍යපායල්ඛන","25201","රජයේ නිල්ධපාරීන්ට අත්තිකපාරම         60,000,000             40,000,000          250,000,000","-"
"","","යද්පාර්ත්යමන්තුව","","",""
