"","160","රජයේ කර්මපාන්ත් ශපාලපා","31001","","රජයේ නිල්ධපාරීන්ට අත්තිකපාරම         25,000,000             13,500,000          125,000,000","-"
"","","යද්පාර්ත්යමන්තුව","","","",""
"","161","රජයේ කර්මපාන්ත් ශපාලපා","31002","රජයේ කර්මපාන්ත් ශපාලපායේ","180,000,000           120,000,000          150,000,000","50,000,000"
"","","යද්පාර්ත්යමන්තුව","","ග්බඩපා අත්තිකපාරම ගිණුම","",""
"","162","රජයේ කර්මපාන්ත් ශපාලපා","31003","රජයේ කර්මපාන්ත් ශපාලපායේ කළ","400,000,000           450,000,000          190,000,000","-"
"5","","","","","",""
"","","යද්පාර්ත්යමන්තුව","","වැඩ අත්තිකපාරම ගිණුම","",""
"","163","ජපාතික ය්භෞතික සැලසුම","31101","","රජයේ නිල්ධපාරීන්ට අත්තිකපාරම         15,000,000               9,200,000            50,000,000","-"
"","","යද්පාර්ත්යමන්තුව","","","",""
"","164","සිවිල් ආරක්්ෂක","32001","","රජයේ නිල්ධපාරීන්ට අත්තිකපාරම       450,000,000           350,000,000          900,000,000","-"
"10","","යද්පාර්ත්යමන්තුව","","","",""
"","165","ජපාතික උදභිද උද‍යපාන","32201","","රජයේ නිල්ධපාරීන්ට අත්තිකපාරම         30,000,000             27,000,000          110,000,000","-"
"","","යද්පාර්ත්යමන්තුව","","","",""
"","","","32301","","රජයේ නිල්ධපාරීන්ට අත්තිකපාරම           1,000,000                  675,000              4,000,000","-"
"","166","නීති කටයුතු","","","",""
"","","යද්පාර්ත්යමන්තුව","","","",""
"","","","32401","","රජයේ නිල්ධපාරීන්ට අත්තිකපාරම           3,000,000               2,500,000            10,000,000","-"
"15","167","කළමනපාකරණ විගණන","","","",""
"","","යද්පාර්ත්යමන්තුව","","","",""
"","","","32601","","රජයේ නිල්ධපාරීන්ට අත්තිකපාරම         60,000,000             14,000,000          150,000,000","-"
"","168","ප්‍රජපා ්පාදක වියශපාේ්ධන","","","",""
"","","යද්පාර්ත්යමන්තුව","","","",""
"","","","32701","","රජයේ නිල්ධපාරීන්ට අත්තිකපාරම         20,000,000             17,000,000            75,000,000","-"
"","169","ඉඩම ්රිහරණ ප්‍රති්ත්ති","","","",""
"20","","සැලසුම යද්පාර්ත්යමන්තුව","","","",""
"","","","32801","","රජයේ නිල්ධපාරීන්ට අත්තිකපාරම         30,000,000             22,000,000          100,000,000","-"
"","170","මිනිසේ්බල හපා රැකීරක්්ෂපා","","","",""
"","","යද්පාර්ත්යමන්තුව","","","",""
"","","","32901","","රජයේ නිල්ධපාරීන්ට අත්තිකපාරම           4,000,000               2,500,000            12,000,000","-"
"","171","යත්පාරතුරු ත්පාක්්ෂණ","","","",""
"","","කළමනපාකරණ","","","",""
"","","යද්පාර්ත්යමන්තුව","","","",""
"25","","","","","",""
