"","ශීර්්ෂ","313","ම්ධ‍යම ්ළපාත් ස්භපාව","","","",""
"","","","වැඩසටහන 01","යමයහයුම වැඩසටහන","60,497,000,000","-",""
"","","","වැඩසටහන 02","සංවර්්ධන වැඩසටහන","-","9,440,000,000",""
"","ශීර්්ෂ","314","දකුණු ්ළපාත් ස්භපාව","","","",""
"5","","","වැඩසටහන 01","යමයහයුම වැඩසටහන","57,517,000,000","-",""
"","","","වැඩසටහන 02","සංවර්්ධන වැඩසටහන","-","8,468,000,000",""
"","ශීර්්ෂ","315","උතුරු ්ළපාත් ස්භපාව","","","",""
"","","","වැඩසටහන 01","යමයහයුම වැඩසටහන","40,928,000,000","-",""
"","","","වැඩසටහන 02","සංවර්්ධන වැඩසටහන","-","9,055,000,000",""
"10","ශීර්්ෂ","316","වයඔ ්ළපාත් ස්භපාව","","","",""
"","","","වැඩසටහන 01","යමයහයුම වැඩසටහන","53,883,000,000","-",""
"","","","වැඩසටහන 02","සංවර්්ධන වැඩසටහන","-","8,313,000,000",""
"","ශීර්්ෂ","317","උතුරු මැද ්ළපාත් ස්භපාව","","","","විසර්ජන"
"","","","වැඩසටහන 01","යමයහයුම වැඩසටහන","34,489,000,000","-",""
"15","","","වැඩසටහන 02","සංවර්්ධන වැඩසටහන","-","8,960,000,000",""
"","ශීර්්ෂ","318","ඌව ්ළපාත් ස්භපාව","","","",""
"","","","වැඩසටහන 01","යමයහයුම වැඩසටහන","38,842,000,000","-",""
"","","","වැඩසටහන 02","සංවර්්ධන වැඩසටහන","-","8,881,000,000",""
"","ශීර්්ෂ","319","ස්බරගමුව ්ළපාත් ස්භපාව","","","",""
"","","","වැඩසටහන 01","යමයහයුම වැඩසටහන","48,007,000,000","-",""
"20","","","","","","",""
"","","","වැඩසටහන 02","සංවර්්ධන වැඩසටහන","-","9,137,000,000",""
"","ශීර්්ෂ","321","නැයගනහිර ්ළපාත් ස්භපාව","","","",""
"","","","වැඩසටහන 01","යමයහයුම වැඩසටහන","47,603,000,000","-",""
"","","","වැඩසටහන 02","සංවර්්ධන වැඩසටහන","-","8,667,000,000","25"
