"","249","්භපාණ්ඩපාගපාර යමයහයුම","1957 අංක 29 දරන","වැඩසටහන 01","2,944,740,000,000","1,594,850,000,000","4,539,590,000,000"
"","","යද්පාර්ත්යමන්තුව","වියදශීය ණය ්නයත් 2","යමයහයුම","","",""
"","","","වන වගන්තිය (අ) සහ (ඇ)","වැඩසටහන","","",""
"","","","යේද, (417 වන අධිකපාරය","","","",""
"5","","","වූ) යදශීය ්භපාණ්ඩපාගපාර","","","",""
"","","","බිල්්ත් ආඥපා්නත්, 2018","","","",""
"","","","අංක 8 දරන සක්‍රීය වගකීම","","","",""
"","","","කළමනපාකරණ ්නයත්","","","",""
"","","","6 (1) වගන්තිය","","","",""
"10","253","වි්‍පාම වැටුප්","(431 වන අධිකපාරය වූ),","වැඩසටහන 01","77,000,000,000","-","77,000,000,000"
"","","යද්පාර්ත්යමන්තුව","වැන්දඹු සහ අනත්දරු","යමයහයුම","","",""
"","","","වි්‍පාම වැටුප් අරමුදල්","වැඩසටහන","","",""
"","","","ආඥපා්නත්, 1983 අංක","","","",""
"","","","24 දරන වැන්දඹු පුරු්ෂ","","","",""
"15","","","සහ අනත්දරු වි්‍පාම වැටුප්","","","",""
"","","","්නත්, 1970 අංක 18","","","",""
"","","","දරන වැන්දඹු හපා අනත්දරු","","","",""
"","","","වි්‍පාම වැටුප් යයපාේජනපා","","","",""
"","","","ක්‍රම (සන්නද්ධ හමුදපා)","","","",""
"20","","","්නත්, (432 වන අධිකපාරය","","","",""
"","","","වූ) ්පාසල් ගුරුවරුන්යේ","","","",""
"","","","වි්‍පාම වැටුප් ්නත්","","","",""
"","","","","","3,021,901,982,000","1,594,850,000,000","4,616,751,982,000"
