"","ශීර්්ෂ","262","දිසේ්‍රික් යල්කම කපාර්යපාලය, මපාත්ර","","",""
"","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","2,750,000,000","473,000,000",""
"","ශීර්්ෂ","263","දිසේ්‍රික් යල්කම කපාර්යපාලය, හම්බන්යත්පාට","","",""
"","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","2,008,000,000","578,000,000",""
"","ශීර්්ෂ","264","දිසේ්‍රික් යල්කම කපාර්යපාලය/ කචයචරිය - යපා්නය","","",""
"5","","","","","",""
"","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","2,303,000,000","187,000,000",""
"","ශීර්්ෂ","265","දිසේ්‍රික් යල්කම කපාර්යපාලය/ කචයචරිය - මන්නපාරම","","",""
"","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","596,000,000","189,000,000",""
"","ශීර්්ෂ","266","දිසේ්‍රික් යල්කම කපාර්යපාලය/ කචයචරිය - වවුනියපාව","","",""
"10","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","541,000,000","100,000,000",""
"","ශීර්්ෂ","267","දිසේ්‍රික් යල්කම කපාර්යපාලය/ කචයචරිය - මුලතිේ","","",""
"","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","637,000,000","126,000,000","විසර්ජන"
"","ශීර්්ෂ","268","දිසේ්‍රික් යල්කම කපාර්යපාලය/ කචයචරිය - කිලියනපාචචි","","",""
"","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","629,000,000","179,000,000",""
"15","ශීර්්ෂ","269","දිසේ්‍රික් යල්කම කපාර්යපාලය/ කචයචරිය -  මඩකලපුව","","",""
"","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","2,047,000,000","141,000,000",""
"","ශීර්්ෂ","270","දිසේ්‍රික් යල්කම කපාර්යපාලය, අම්පාර","","",""
"","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","2,343,000,000","270,000,000",""
"","ශීර්්ෂ","271","දිසේ්‍රික් යල්කම කපාර්යපාලය/ කචයචරිය - ්‍රිකුණපාමලය","","",""
"","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","1,083,000,000","168,000,000",""
"20","","","","","",""
"","ශීර්්ෂ","272","දිසේ්‍රික් යල්කම කපාර්යපාලය, කුරුණෑගල","","",""
"","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","4,741,000,000","256,000,000","23"
