"","","","",""
"","(cid:636) ලංකා තානාප(cid:431) කා(cid:601)යාලෙ(cid:591)/ මහ ෙකාමසා(cid:604)ස් කා(cid:601)යාලෙ(cid:591)/ ෙකා(cid:486)ස(cid:610) 
කා(cid:601)යාලෙ(cid:591) රාජ්‍ය තා(cid:486)(cid:437)ක (cid:487)ලධරයකු ෙවත (cid:618)ෙ(cid:458)ශය(cid:486)(cid:655) (cid:463) අ(cid:477)කාරය(cid:250) 
(cid:251)(cid:605)ම සඳහා වන ඉ(cid:610)(cid:612)ම
ෙවත: ෙ(cid:610)ක(cid:572)
(cid:618)ෙ(cid:458)ශ කට(cid:594)(cid:433) අමාත්‍යාංශය
ෙකාළඹ 01","","",""
"","අ(cid:477)කාරය 
(cid:487)කු(cid:430) 
කරන 
ලද 
අ(cid:477)කරණය:-","","",""
"","","","",""
"","න(cid:397) අංකය:-","","",""
"","න(cid:397)ෙ(cid:617) පා(cid:601)ශ්ව:-","","",""
"","න(cid:397)ෙ(cid:617) ස්වභාවය:- 
ඉ(cid:610)(cid:613)(cid:572)ක(cid:606)ෙ(cid:280) නම සහ (cid:611)(cid:536)නය:-","","",""
"","","","",""
"","භාර ගැ(cid:488)ෙ(cid:572) බලධරයාෙ(cid:280) නම සහ 
(cid:611)(cid:536)නය:-","","",""
"","ඉ(cid:610)(cid:612)ම :-
රාජ්‍යතා(cid:486)(cid:437)ක  (cid:487)ලධරයා  ෙවත  භාර 
ස","","",""
"","","(cid:463)මට (cid:487)ය(cid:573)ත වන අ(cid:477)කාරය:-","",""
"","","(cid:487)ලධරයා:- 
රට:-
්ථානය:-
(cid:611)(cid:536)නය:-","",""
"","","1979 අංක 15 දරන අපරාධ න(cid:397) (cid:618)ධාන සං(cid:286)හය පනෙ(cid:430) 273 .....................  
සහ 273 ............................  වග(cid:486)(cid:431) (cid:541)කාර ෙ(cid:617).","",""
"","","අ(cid:575)ණා ඇ(cid:431) ෙ(cid:610)ඛන  : .........................
(cid:462)නය : .............................      
......................................... 
ෙර(cid:335)ස්(cid:382)ා(cid:601)වරයාෙ(cid:280) 
අ(cid:430)සන හා (cid:487)ල (cid:575)(cid:470)ාව","",""
