"","2","","Abdul Majeed Academy",""
"","","","(Incorporation)",""
"","","3.","(1) The general objects for which the Corporation is","General"
"","","","","objects  of  the"
"","","constituted are hereby declared to be—","",""
"","","","","Corporation."
"","","(a)","to  function  as  a  fully-fledged  higher  educational",""
"","","","institution;",""
"5","","(b)","to  offer  lingual,  technical,  information  technology",""
"","","","and  theological  subjects;",""
"","","(c)","to  conduct  short-term  and  long-term  courses  on",""
"","","","various  disciplines;",""
"","","(d)","to conduct special and occasional lectures on topical",""
"10","","","issues;",""
"","","(e)","to motivate research, literature and writing;",""
"","","(f)","to  publish  books  and  periodicals  giving  guidelines",""
"","","","on day-to-day affairs of the masses;",""
"","","(g)","to conduct guidance programmes;",""
"15","","(h)","to provide counselling services on matters affecting",""
"","","","the personal, family and social life;",""
"","","(i)","to propagate noble moral values; and",""
"","","(j)","to  initiate,  promote,facilitate  and  participate  in",""
"","","","development and advancement of education.",""
"20","","(2)","In the implementation of the objects specified in",""
"","","subsection  (1)  the  Corporation  shall  ensure  that  such","",""
