"","The rate of income tax applicable to any sum referred to","","","","",""
"in the proviso to subsection (2) of section 35-","","","","","",""
"(a)","for","any","year","of","assessment","as  per  PART  I,"
"","","","","","","PART  1A  or  PART"
"","","commencing  prior  to  April  1,  2013","","","",""
"","","","","","","IB,  but  subject  to  a"
"","","","","","","maximum  of  20  per"
"","","","","","","centum"
"(b)","for","any","year","of","assessment","as  per  PART  IB,  but"
"","","","","","","subject    to  a"
"","","commencing  on  or  after  April  1,","","","",""
"","","","","","","maximum  of  16  per"
"","2013","","","","",""
"","","","","","","centum.”."
