"8'","Ökh","CN","Ök hqjdka ^frkañkaì&","CNY","42.9153"
"9'","fpfldiaf,djelshdj","CZ","fpfldiaf,djela fldrekd","CZK","14.6846"
"10'","fvkaud¾lh","DK","fvkaud¾l fl%dak¾","DKK","47.8885"
"11'","Bðma;=j","EG","Bðma;= mjqï","EGP","6.3602"
"12'","hQfrda l,dmh","","hQfrda","EUR","357.4200"
"13'",">dkdj","GH",">dkd fiä","GHS","24.7866"
"14'","fydx fldx","HK","fydx fldx fvd,¾","HKD","39.3366"
"15'","yxf.aßhdj","HU","yxf.aßhdkq f*dßkaÜ","HUF","0.9116"
"16'","bkaÈhdj","IN","bkaÈhdkq remsh,a","INR","3.4486"
"17'","bkaÿkSishdj","ID","bkaÿkSishdkq remshd","IDR","0.0183"
"18'","brdkh","IR","brdk ßhd,a","IRR","0.0073"
"19'","cmdkh","JP","cmdk fhka","JPY","2.0447"
"20'","fcda¾odkh","JO","fcda¾odk äkd¾","JOD","431.7561"
"21'","fldßhdj","KR","fldßhdkq fjdka","KRW","0.2170"
"22'","l=fõÜ","KW","l=fõÜ äkd¾","KWD","1,001.0304"
"23'","ueldjq","MO","ueldjq mgld","MOP","38.1737"
"24'","u,hdishdj","MY","uef,aishdkq ßx.sÜ","MYR","72.5219"
"25'","ud,Èjhsk","MV","ud,Èjhska remshd","MVR","19.8005"
"26'","uqreish","MU","uqreis remsh,a","MUR","6.7337"
"27'","ñhkaud¾","MM","ñhkaudr lahdÜ","MMK","0.1458"
"28'","fkamd,h","NP","fkamd, remsh,a","NPR","2.1577"
"29'","kjiS,ka;h","NZ","kjiS,ka; fvd,¾","NZD","176.5519"
"30'","khsÔßhdj","NG","khsÔßhdkq khsrd","NGN","0.2040"
"31'","fkda¾fõ","NO","fkda¾ùðhdkq fl%dak¾","NOK","30.5146"
"32'","´udkh","OM","´udka ßhd,a","OMR","795.0629"
"33'","mlsia:dkh","PK","mlsia:dkq remsh,a","PKR","1.0796"
"34'","memqjd ksõ.skshdj","PG","memqjd ksõ .skshdkq lskd","PGK","73.1615"
"35'","ms,smSkh","PH","ms,smSkh fmfida","PHP","5.2603"
"36'","fmda,ka;h","PL","fmda,ka; iaf,d්á","PLN","83.6666"
"37'","lgd¾","QA","lgd¾ ßhd,a","QAR","83.9891"
