"","64","tpQ;Qhdk;>  njhopy;El;gk;>","19601","mur  mYtyh;fSf;fhd","","","","",""
"","","Muha;r;rp    jpwd;  tpUj;jp","","","","","","","—"
"","","","","Kw;gzk;","64,000,000","29,300,000","191,000,000","",""
"","","njhopw;  gapw;rp
kw;Wk;","","","","","","",""
"","","fz;ba  kuGhpik","","","","","","",""
"5","","mikr;rh;","","","","","","",""
"","65","e
h
g
ghrd>  ePuf  ts%y  kw;Wk;","19801","mur  mYtyh;fSf;fhd","","","","",""
"","","mdh;j;j Kfhikj;Jt mikr;rh;","","","","","","","—"
"","","","","Kw;gzk;","48,000,000","15,000,000","109,000,000","",""
"","66","rKf  eyd;Ghp  kw;Wk;  Muk;gf;","","","","","","",""
"","","","19901","mur  mYtyh;fSf;fhd","","","","",""
"","","ifj;njhopy;  mikr;rh;","","","","","","","—"
"","","","","Kw;gzk;","4,500,000","1,200,000","26,000,000","",""
"","67","ngsj;j  mYty;fs;","","","","","","",""
"10","","","20101","mur  mYtyh;fSf;fhd","","","","",""
"","","jpizf;fsk;","","","","","","","—"
"","","","","Kw;gzk;","35,000,000","21,000,000","76,000,000","",""
"","68","K];ypk;  rka>  fyhrhu  mYty;fs;","20201","mur  mYtyh;fSf;fhd","","","","",""
"","","jpizf;fsk;","","","","","","","—"
"","","","","Kw;gzk;","4,500,000","1,250,000","12,000,000","",""
"","69","fpwp];jt rka>  mYty;fs;","","","","","","",""
"","","","20301","mur  mYtyh;fSf;fhd","","","","",""
"","","jpizf;fsk;","","","","","","","—"
"15","","","","Kw;gzk;","3,000,000","800,000","10,000,000","",""
"","70",",e;J  rka>  fyhrhu","","","","","","",""
"","","","20401","mur  mYtyh;fSf;fhd","","","","",""
"","","mYty;fs; jpizf;fsk;","","","","","","","—"
"","","","","Kw;gzk;","8,000,000","3,000,000","21,000,000","",""
"","71","nghJ  ek;gpf;ifg;","20501","mur  mYtyh;fSf;fhd","","","","",""
"","","nghWg;ghsh; jpizf;fsk;","","","","","","","—"
"","","","","Kw;gzk;","4,500,000","2,200,000","12,000,000","",""
"","","fyhrhu  mYty;fs;","","","","","","",""
"20","72","","20601","mur  mYtyh;fSf;fhd","","","","",""
"","","jpizf;fsk;","","","","","","","—"
"","","","","Kw;gzk;","37,000,000","14,000,000","90,000,000","",""
"","73","njhy;nghUspay;","","","","","","",""
"","","","20701","mur  mYtyh;fSf;fhd","","","","",""
"","","jpizf;fsk;","","","","","","","—"
"","","","","Kw;gzk;","54,000,000","36,000,000","150,000,000","",""
"","74","Njrpa  E}jdrhiyfs;","20801","mur  mYtyh;fSf;fhd","","","","",""
"","","jpizf;fsk;","","","","","","","—"
"","","","","Kw;gzk;","","","","",""
"25","","","","","18,000,000","8,500,000","59,000,000","",""
"","75","Njrpa  Rtbf;  fhg;Gj;","","","","","","",""
"","","","20901","mur  mYtyh;fSf;fhd","","","","",""
"","","jpizf;fsk;","","Kw;gzk;","8,000,000","4,000,000","25,000,000","","—"
"","76","jfty;  jpizf;fsk;","","","","","","",""
"","","","21001","mur  mYtyh;fSf;fhd","","","","",""
"","","","","Kw;gzk;","14,000,000","7,500,000","40,000,000","","—"
"","","murhq;f mr;rfj;","","","","","","",""
"30","77","","21101","mur  mYtyh;fSf;fhd","","","","",""
"","","jpizf;fsk;","","","","","","","—"
"","","","","Kw;gzk;","85,000,000","57,000,000","350,000,000","-",""
