"","44","kiyehl;L  Gjpa  fpuhkq;fs;>","14001","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","cl;fl;likg;G  trjpfs;  kw;Wk;","","Kw;gzk;","15,000,000","6,500,000","40,000,000",""
"","","rKjha  mgptpUj;jp  mikr;rh;","","","","","",""
"","45","kPs;  FbNaw;wk;>  Gdh;tho;T>","14501","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"5","","tlf;F  mgptpUj;jp  kw;Wk;","","Kw;gzk;","10,000,000","4,000,000","37,000,000",""
"","",",e;J  rka  mYty;fs;","","","","","",""
"","","mikr;rh;","","","","","",""
"","46",",isQh;  mYty;fs;>  fUj;jpl;l","","","","","",""
"","","","14801","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","Kfhikj;Jtk;  kw;Wk;  njw;F","","Kw;gzk;","3,500,000","500,000","7,500,000",""
"10","","mgptpUj;jp  mikr;rh;","","","","","",""
"","47","ifj;njhopy;  kw;Wk;  th;j;jf","14901","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","mikr;rh;","","Kw;gzk;","35,000,000","14,000,000","105,000,000",""
"","48","ngw;Nwhypa  tsq;fs;","","","","","",""
"","","","15001","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","mgptpUj;jp  mikr;rh;","","Kw;gzk;","5,500,000","2,500,000","17,000,000",""
"15","49","flw;nwhopy;>  ePuf  ts%yq;fs;","","","","","",""
"","","","15101","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","mgptpUj;jp  kw;Wk;  fpuhkpa","","Kw;gzk;","39,000,000","19,000,000","110,000,000",""
"","","nghUshjhu  mYty;fs;","","","","","",""
"","","mikr;rh;","","","","","",""
"","50","khfhz  rigfs;> cs;~uhl;rp","","","","","",""
"","","","15501","mur  mYtyh;fSf;fhd","","","",""
"20","","","","","","","","—"
"","","kw;Wk;  tpisahl;Lj;Jiw","","Kw;gzk;","29,500,000","11,000,000","68,000,000",""
"","","mikr;rh;","","","","","",""
"","51","Njrpa  ey;ypzf;f","","","","","",""
"","","","15701","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","fye;Jiuahly;fs;  mur","","Kw;gzk;","18,000,000","7,000,000","60,000,000",""
"","","fUk  nkhopfs;  mikr;rh;","","","","","",""
"25","52","gfpuq;f  njhopy;Kaw;rp  kw;Wk;","","","","","",""
"","","","15801","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","fz;b  efu  mgptpUj;jp","","Kw;gzk;","3,500,000","1,500,000","13,000,000",""
"","","mikr;rh;","","","","","",""
"","53","Rw;Wyhj;Jiw  mgptpUj;jp  kw;Wk;","","","","","",""
"","","","15901","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","fpwp];jt rka mYty;fs; mikr;rh;","","Kw;gzk;","3,000,000","1,000,000","10,000,000",""
"30","","kfhtyp  mgptpUj;jp  kw;Wk;","","","","","",""
"","54","","","mur  mYtyh;fSf;fhd","","","",""
"","","","16001","","","","",""
"","","","","","","","","—"
"","","Rw;whly; mikr;rh;","","Kw;gzk;","18,000,000","8,000,000","51,000,000",""
