"","jiyg;G","","","","k
z
LtUk;","%yjdr;","18"
"",",y.","","","","nrytpdk;","nrytpdk;",""
"","","","","","&gh","&gh",""
"","","","r%f  tYt{l;ly;  mikr;R","","","",""
"","","","kPz;LtUk; nrytpdk;","44,383,156,000","","",""
"","","","%yjdr;  nrytpdk;","2,659,510,000","","",""
"","","mikT  tUkhW",":—","","","",""
"","jiyg;G","124","r%f tYt{l;ly; mikr;rh;","","","",""
"5","","","","","","",""
"","","","epfo;r;rpj;jpl;lk;   01   nray;Kiwr; nraw;ghLfs;","","490,339,000","80,320,000",""
"","","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","29,117,000","540,790,000",""
"","jiyg;G","331","rKh;j;jp  mgptpUj;jpj;  jpizf;fsk;","","","","xJf;fPL (jpUj;jk;)"
"","","","epfo;r;rpj;jpl;lk;    01      nray;Kiwr;  nraw;ghLfs;","","367,700,000","12,200,000",""
"10","","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","43,496,000,000","2,026,200,000",""
"","","","fy;tp mikr;R","","","",""
"","","","kPz;LtUk; nrytpdk;","62,149,430,000","","",""
"","","","%yjdr;  nrytpdk;","42,579,600,000","","",""
"","","mikT  tUkhW",":—","","","",""
"","jiyg;G","126","fy;tp mikr;rh;","","","",""
"15","","","","","","",""
"","","","epfo;r;rpj;jpl;lk;   01   nray;Kiwr; nraw;ghLfs;","","19,595,580,000","619,900,000",""
"","","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","39,412,190,000","41,017,100,000",""
"","jiyg;G","212","ghPl;irfs;  jpizf;fsk;","","","",""
"","","","epfo;r;rpj;jpl;lk;    02      mgptpUj;jpr;  nraw;ghLfs;","","3,083,000,000","869,000,000",""
