"","தவலபபு","","","","மீண்டுவரும்","மூலதன"
"","இல.","","","","சசலவினம்","சசலவினம்"
"","","","","","ரூ்ா","ரூ்ா"
"","தவலபபு","279","மாவட்டச் சசயலைம் - சைைாவல","","",""
"","","","நிைழ்ச்சிததிட்டம் 01","சசயலமுவறச் சசயற்ாடுைள்","2,641,000,000","540,000,000"
"","","","தவலபபு இல. 312 - 319 மறறும் 321 மாைாண சவ்ைள்","","",""
"","","","மீண்டுவரும்","457,000,000,000","",""
"5","","","மூலதன","78,750,000,000","",""
"","தவலபபு","312","சமல மாைாண சவ்","","",""
"","","","நிைழ்ச்சிததிட்டம் 01","சசயலமுவறச் சசயற்ாடுைள்","75,234,000,000","-"
"","","","நிைழ்ச்சிததிட்டம் 02","அ்ிவிருததிச் சசயற்ாடுைள்","-","7,829,000,000"
"","தவலபபு","313","மததிய மாைாண சவ்","","",""
"10","","","நிைழ்ச்சிததிட்டம் 01","சசயலமுவறச் சசயற்ாடுைள்","60,497,000,000","-"
"","","","நிைழ்ச்சிததிட்டம் 02","அ்ிவிருததிச் சசயற்ாடுைள்","-","9,440,000,000"
"","தவலபபு","314","சதன் மாைாண சவ்","","",""
"","","","நிைழ்ச்சிததிட்டம் 01","சசயலமுவறச் சசயற்ாடுைள்","57,517,000,000","-"
"","","","நிைழ்ச்சிததிட்டம் 02","அ்ிவிருததிச் சசயற்ாடுைள்","-","8,468,000,000"
"15","தவலபபு","315","வட மாைாண சவ்","","",""
"","","","நிைழ்ச்சிததிட்டம் 01","சசயலமுவறச் சசயற்ாடுைள்","40,928,000,000","-"
"","","","நிைழ்ச்சிததிட்டம் 02","அ்ிவிருததிச் சசயற்ாடுைள்","-","9,055,000,000"
"","தவலபபு","316","வட சமல மாைாண சவ்","","",""
"","","","நிைழ்ச்சிததிட்டம் 01","சசயலமுவறச் சசயற்ாடுைள்","53,883,000,000","-"
"20","","","நிைழ்ச்சிததிட்டம் 02","அ்ிவிருததிச் சசயற்ாடுைள்","-","8,313,000,000"
"","தவலபபு","317","வட மததிய மாைாண சவ்","","",""
"","","","நிைழ்ச்சிததிட்டம் 01","சசயலமுவறச் சசயற்ாடுைள்","34,489,000,000","-"
"","","","நிைழ்ச்சிததிட்டம் 02","அ்ிவிருததிச் சசயற்ாடுைள்","-","8,960,000,000"
