"","33","ைிராமிய அ்ிவிருததி,","12401","அரச அலுவலரைளுக்ைான","20,000,000","6,000,000","200,000,000","-",""
"","","சமூைப ்ாதுைாபபு","","முற்ணம்","","","","",""
"","","மறறும் சமூை வலுவூட்டல","","","","","","",""
"","","அவமச்சர","","","","","","",""
"5","34","ைலவி, உயர ைலவி","12601","அரச அலுவலரைளுக்ைான","3,350,000,000","1,300,000,000","8,000,000,000","-",""
"","","மறறும் சதாழிற ைலவி","","முற்ணம்","","","","",""
"","","அவமச்சர","","","","","","",""
"","35","ச்ாது நிரவாை, மாைாண","13001","அரச அலுவலரைளுக்ைான","208,200,000","63,000,000","2,500,000,000","-",""
"","","சவ்ைள் மறறும்","","முற்ணம்","","","","",""
"10","","உள்ளூராட்சி அவமச்சர","","","","","","",""
"","36","ச்ருநசதாட்ட மறறும்","13501","அரச அலுவலரைளுக்ைான","35,000,000","12,000,000","100,000,000","-",""
"","","சமூை உட்ைட்டவமபபு","","முற்ணம்","","","","",""
"","","வசதிைள் அவமச்சர","","","","","","",""
"","37","வைதசதாழில மறறும்","14901","அரச அலுவலரைளுக்ைான","200,000,000","32,000,000","500,000,000","-",""
"15","","சதாழிலமுயறசியாண்வம","","முற்ணம்","","","","",""
"","","அ்ிவிருததி அவமச்சர","","","","","","",""
"","38","ைடறசறாழில, நீாியல","15101","அரச அலுவலரைளுக்ைான","10,000,000","8,000,000","40,000,000","-",""
"","","வளஙைள் மறறும் ைடல","","முற்ணம்","","","","",""
"","","வளஙைள் அவமச்சர","","","","","","","ஒதுக்கீடு"
"20","","","","","40,000,000","11,000,000","150,000,000","-",""
"","39","சுறறாடல அவமச்சர","16001","அரச அலுவலரைளுக்ைான","","","","",""
"","","","","முற்ணம்","","","","",""
"","40","மைளிர மறறும் சிறுவர","17101","அரச அலுவலரைளுக்ைான","100,000,000","47,000,000","250,000,000","-",""
"","","அலுவலைள் அவமச்சர","","முற்ணம்","","","","",""
"","41","டிஜிட்டல ச்ாருளாதார","18601","அரச அலுவலரைளுக்ைான","4,000,000","500,000","3,500,000","-",""
"25","","அவமச்சர","","முற்ணம்","","","","",""
"","42","ச்ாதுமக்ைள் ்ாதுைாபபு","18901","அரச அலுவலரைளுக்ைான","130,000,000","62,000,000","176,000,000","-",""
"","","மறறும் ்ாராளுமன்ற","","முற்ணம்","","","","",""
"","","அலுவலைள் அவமச்சர","","","","","","",""
"","43","சதாழில அவமச்சர","19301","அரச அலுவலரைளுக்ைான","5,000,000","1,000,000","30,000,000","-",""
"30","","","","முற்ணம்","","","","",""
"","44","இவளஞர","19401","அரச அலுவலரைளுக்ைான","15,000,000","3,000,000","100,000,000","-",""
"","","அலுவலைள் மறறும்","","முற்ணம்","","","","",""
"","","விவளயாட்டுததுவற","","","","","","",""
"","","அவமச்சர","","","","","","",""
"35","45","விஞ்ஞான மறறும்","19601","அரச அலுவலரைளுக்ைான","30,000,000","6,000,000","100,000,000","-",""
"","","சதாழிலநுட்் அவமச்சர","","முற்ணம்","","","","",""
