"","118","மாவட்டச் சசயலைம் /","26901","அரச அலுவலரைளுக்ைான","75,000,000","65,000,000","250,000,000","-"
"","","ைச்சசாி - மட்டக்ைளபபு","","முற்ணம்","","","",""
"","119","மாவட்டச் சசயலைம் /","27001","அரச அலுவலரைளுக்ைான","160,000,000","80,000,000","350,000,000","-"
"","","அம்்ாவற","","முற்ணம்","","","",""
"5","120","மாவட்டச் சசயலைம் /","27101","அரச அலுவலரைளுக்ைான","70,000,000","35,000,000","190,000,000","-"
"","","ைச்சசாி -திருசைாணமவல","","முற்ணம்","","","",""
"","121","மாவட்டச் சசயலைம்,","27201","அரச அலுவலரைளுக்ைான","230,000,000","170,000,000","600,000,000","-"
"","","குருநாைல","","முற்ணம்","","","",""
"","122","மாவட்டச் சசயலைம்,","27301","அரச அலுவலரைளுக்ைான","75,000,000","75,000,000","300,000,000","-"
"10","","புததளம்","","முற்ணம்","","","",""
"","123","மாவட்டச் சசயலைம்,","27401","அரச அலுவலரைளுக்ைான","115,000,000","100,000,000","400,000,000","-"
"","","அனுராதபுரம்","","முற்ணம்","","","",""
"","124","மாவட்டச் சசயலைம்,","27501","அரச அலுவலரைளுக்ைான","43,000,000","42,000,000","170,000,000","-"
"","","ச்ாலநறுவவ","","முற்ணம்","","","",""
"15","","","","","120,000,000","78,000,000","460,000,000","-"
"","125","மாவட்டச் சசயலைம்,","27601","அரச அலுவலரைளுக்ைான","","","",""
"","","்துவள","","முற்ணம்","","","",""
"","126","மாவட்டச் சசயலைம்,","27701","அரச அலுவலரைளுக்ைான","90,000,000","55,000,000","300,000,000","-"
"","","சமானராைவல","","முற்ணம்","","","",""
"","127","மாவட்டச் சசயலைம்,","27801","அரச அலுவலரைளுக்ைான","120,000,000","85,000,000","300,000,000","-"
"20","","இரததினபுாி","","முற்ணம்","","","","ஒதுக்கீடு"
"","128","மாவட்டச் சசயலைம்,","27901","அரச அலுவலரைளுக்ைான","95,000,000","95,000,000","300,000,000","-"
"","","சைைாவல","","முற்ணம்","","","",""
"","129","ைருததிட்ட முைாவமததுவ","28001","அரச அலுவலரைளுக்ைான","5,000,000","5,000,000","20,000,000","-"
"","","மறறும் ைண்ைாணிபபுத","","முற்ணம்","","","",""
"25","","திவணக்ைளம்","","","","","",""
"","130","ைமநல அ்ிவிருததித","28101","அரச அலுவலரைளுக்ைான","350,000,000","200,000,000","680,000,000","-"
"","","திவணக்ைளம்","","முற்ணம்","","","",""
"","131","நீரப்ாசன திவணக்ைளம்","28201","அரச அலுவலரைளுக்ைான","260,000,000","185,000,000","850,000,000","-"
"","","","","முற்ணம்","","","",""
"30","132","வனவளத திவணக்ைளம்","28301","அரச அலுவலரைளுக்ைான","80,000,000","68,000,000","300,000,000","-"
"","","","","முற்ணம்","","","",""
"","133","வனசீவராசிைள்","28401","அரச அலுவலரைளுக்ைான","150,000,000","65,000,000","450,000,000","-"
"","","்ாதுைாபபுத","","முற்ணம்","","","",""
"","","திவணக்ைளம்","","","","","",""
"","134","ைமதசதாழில","28501","அரச அலுவலரைளுக்ைான","325,000,000","220,000,000","1,100,000,000","-"
"35","","","","","","","",""
"","","திவணக்ைளம்","","முற்ணம்","","","",""
"","135","ைமதசதாழில","28502","விவசாயப ்ண்வண","1,250,000,000","1,250,000,000","130,000,000","-"
"","","திவணக்ைளம்","","்ராமாிபபு, விவதைள்","","","",""
"","","","","விற்வன","","","",""
