"","","","","","சசலவினததின்","வரவிறைான","்றறு மீதிக்ைான","ச்ாறுபபுைளின்","",""
"","","","","","உச்ச எலவலைள்","ஆைக் குவறநத","உச்ச எலவலைள்","உச்ச எலவலைள்","",""
"","","","","","","எலவலைள்","","","",""
"","","","","","ரூ்ா","ரூ்ா","ரூ்ா","ரூ்ா","",""
"","46","ச்ௌதத அலுவலைள்","20101","அரச அலுவலரைளுக்ைான","50,000,000","25,000,000","160,000,000","","-",""
"","","திவணக்ைளம்","","முற்ணம்","","","","","",""
"","47","முஸ்லிம் சமய","20201","அரச அலுவலரைளுக்ைான","3,000,000","1,500,000","14,000,000","","-",""
"","","்ண்்ாட்டலுவலைள்","","முற்ணம்","","","","","",""
"5","","திவணக்ைளம்","","","","","","","",""
"","48","ைிறிஸ்தவ சமய","20301","அரச அலுவலரைளுக்ைான","3,500,000","1,600,000","10,000,000","","-",""
"","","அலுவலைள் திவணக்ைளம்","","முற்ணம்","","","","","",""
"","49","இநது சமய ைலாசார","20401","அரச அலுவலரைளுக்ைான","12,000,000","5,000,000","30,000,000","","-",""
"","","அலுவலைள்","","முற்ணம்","","","","","",""
"10","","திவணக்ைளம்;","","","","","","","",""
"","50","ச்ாது நம்்ிக்வைப","20501","அரச அலுவலரைளுக்ைான","6,000,000","3,000,000","18,000,000","","-","ஒதுக்கீடு"
"","","ச்ாறுப்ாளர","","முற்ணம்","","","","","",""
"","","திவணக்ைளம்","","","","","","","",""
"","51","ைலாசார அலுவலைள்","20601","அரச அலுவலரைளுக்ைான","35,000,000","21,000,000","120,000,000","","-",""
"15","","திவணக்ைளம்","","முற்ணம்","","","","","",""
"","52","சதால ச்ாருளியல","20701","அரச அலுவலரைளுக்ைான","65,000,000","45,000,000","190,000,000","","-",""
"","","திவணக்ைளம்","","முற்ணம்","","","","","",""
"","53","சதசிய நூதன சாவலைள்","20801","அரச அலுவலரைளுக்ைான","25,000,000","11,000,000","87,000,000","","-",""
"","","திவணக்ைளம்","","முற்ணம்","","","","","",""
"","54","சதசிய சுவடிக்ைாபபுத","20901","அரச அலுவலரைளுக்ைான","12,000,000","5,000,000","32,000,000","","-",""
"20","","","","","","","","","",""
"","","திவணக்ைளம்","","முற்ணம்","","","","","",""
"","55","அரசாஙை தைவல","21001","அரச அலுவலரைளுக்ைான","15,000,000","10,000,000","60,000,000","","-",""
"","","திவணக்ைளம்","","முற்ணம்","","","","","",""
"","56","அரசாஙை அச்சைத","21101","அரச அலுவலரைளுக்ைான","40,000,000","53,000,000","250,000,000","","-",""
"25","","திவணக்ைளம்","","முற்ணம்","","","","","",""
"","57","்ாீட்வசைள் திவணக்ைளம்","21201","அரச அலுவலரைளுக்ைான","22,000,000","25,000,000","90,000,000","","-",""
"","","","","முற்ணம்","","","","","",""
