"","","","","úhofuys",".
s
K
q","ïj,g fYaIhkaf.a","m
s
<
s
n|",""
"","","","","","Wmßu iSud ner l< hq;= Wmßu iSud Wmßu iSud","","",""
"","","","","",",eîïj,","","",""
"","","","","","wju iSud","","",""
"","","","","re'","re'","re'","re'",""
"74","fmd,sia  fomd¾;fïka;=j","22501","rcfha  ks,Odßkag  w;a;sldrï","1""400""000""000","800""000""000","2""000""000""000","-",""
"75","wd.uk  yd  ú.uk  fomd¾;fïka;=j 22601","","rcfha  ks,Odßkag  w;a;sldrï","30""000""000","40""000""000","180""000""000","",""
"-","","","","","","","",""
"76","mqoa.,hska  ,shdmÈxÑ  lsÍfï","","","","","","",""
"","fomd¾;fïka;=j","22701","rcfha  ks,Odßkag  w;a;sldrï","40""000""000","40""000""000","200""000""000","-",""
"77","wêlrK  mßmd,kh","22801","rcfha  ks,Odßkag  w;a;sldrï","500""000""000","380""000""000","1""900""000""000","-","2023  wxl  34  ork  úi¾ck  mk;"
"78","kS;sm;s  fomd¾;fïka;=j","22901","rcfha  ks,Odßkag  w;a;sldrï","30""000""000","17""500""000","95""000""000","-",""
"79","kS;s  flgqïm;a  iïmdol","","","","","","",""
"","fomd¾;fïka;=j","23001","rcfha  ks,Odßkag  w;a;sldrï","3""500""000","3""100""000","20""000""000","-",""
"80","Kh  iykodhl  uKav,hSh","","","","","","",""
"","fomd¾;fïka;=j","23101","rcfha  ks,Odßkag  w;a;sldrï","1""000""000","700""000","6""000""000","-",""
"81","nkaOkd.dr  fomd¾;fïka;=j","23201","rcfha  ks,Odßkag  w;a;sldrï","145""000""000","90""000""000","255""000""000","-",""
"82","nkaOkd.dr  fomd¾;fïka;=j","23202","nkaOkd.dr ld¾ñl yd","140""000""000","140""000""000","65""000""000","15""000""000",""
"","","","lDIsld¾ñl  lghq;=","","","","",""
"83","rcfha ri mÍlaIl fomd¾;fïka;=j","23301","rcfha  ks,Odßkag  w;a;sldrï","8""000""000","6""000""000","35""000""000","-",""
