"","12","","Microfinance and Credit Regulatory",""
"","","","Authority",""
"","","(f)","holds or enjoys directly or indirectly any right or",""
"","","","benefit under any contract made by or on behalf of",""
"","","","the Authority; or",""
"","","(g)","has any financial or other interest as is likely to affect",""
"5","","","prejudicially the discharge by him of his functions",""
"","","","as a member of the Authority.",""
"","","(5) The Authority may with the concurrence of the Minister","",""
"","","remove the Director - General from office if such person –","",""
"","","(a)","becomes permanently incapable of performing his",""
"10","","","duties;",""
"","","(b)","had  done  any  act  which  in  the  opinion  of  the",""
"","","","Authority is of a fraudulent or illegal character or is",""
"","","","prejudicial to the interests of the Authority; or",""
"","","(c)","has failed to comply with any direction issued by",""
"15","","","the Authority.",""
"","","(6) The Director - General shall be paid such remuneration","",""
"","","as may be determined by the Authority.","",""
"","","18.","(1) The Authority may, subject to the provisions of","Staff  of  the"
"","","","","Authority"
"","","this Act, -","",""
"20","","(a)","appoint, dismiss and exercise disciplinary control",""
"","","","over such staff as may be deemed necessary by the",""
"","","","Authority  to  carry  out  the  functions  of  the",""
"","","","Authority;",""
"","","(b)","determine the terms and conditions of service of the",""
"25","","","officers and employees of the Authority; and",""
"","","(c)","fix the rates at which such officers and employees",""
"","","","shall  be  remunerated  in  consultation  with  the",""
"","","","Minister.",""
