"YS¾I  294","cd;sl  i;afjdaoHdk  fomd¾;fïka;=j","","",""
"","jevigyk  02  ixj¾Ok  jevigyk","","208,750,000","516,975,000"
"YS¾I 322","cd;sl  WoaNso  WoHdk  fomd¾;fïka;=j","","",""
"","jevigyk  02  ixj¾Ok  jevigyk","","232,100,000","425,300,000"
"","wOHdmk  fiajd  wud;HdxYh","","",""
"","mqkrdj¾;k","8,050,665,000","",""
"","uQ,Ok","473,137,000","",""
"","my;  mßÈ  úhoï  ieliS  we;  :—","","",""
"YS¾I 189","wOHdmk  fiajd  wud;Hjrhd","","",""
"","jevigyk  01  fufyhqï  jevigyk","","8,050,665,000","473,137,000"
"","jevigyk  02  ixj¾Ok  jevigyk","","-","-"
"","kS;sh yd iduh ms<sn| wud;HdxYh","","",""
"","mqkrdj¾;k","49,344,000,000","",""
"","uQ,Ok","3,900,435,000","",""
"","my;  mßÈ  úhoï  ieliS  we;  :—","","",""
"YS¾I  190","kS;sh yd iduh ms<sn| wud;Hjrhd","","",""
"","jevigyk  01  fufyhqï  jevigyk","","5,888,200,000","438,010,000"
"YS¾I 225","fmd,sia  fomd¾;fïka;=j","","",""
"","jevigyk  01  fufyhqï  jevigyk","","43,455,800,000","3,462,425,000"
"","tl;=j","","992,500,417,000","700,052,381,000.”."
