"YS¾I 243","","ixj¾Ok  uq,H  fomd¾;fïka;=j","",""
"","","jevigyk  01  fufyhqï  jevigyk","576,235,000","2,250,100,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","—","2,147,390,000"
"YS¾I 244","","fj<|  iy  wdfhdack  m%;sm;a;s  fomd¾;fïka;=j","",""
"","","jevigyk  01  fufyhqï  jevigyk","755,760,000","6,175,000"
"YS¾I 245","","rdcH  uqo,a  fomd¾;fïka;=j","",""
"","","jevigyk  01  fufyhqï  jevigyk","188,250,000","2,300,000"
"YS¾I  246","","foaYSh  wdodhï  fomd¾;fïka;=j","",""
"","","jevigyk  01  fufyhqï  jevigyk","2,016,000,000","1,132,000,000"
"YS¾I  247","YS","% ,xld f¾.=j","",""
"","","jevigyk  01  fufyhqï  jevigyk","1,620,800,000","398,000,000"
"YS¾I 248","","iqrdnÿ  fomd¾;fïka;=j","",""
"","","jevigyk  01  fufyhqï  jevigyk","530,150,000","182,500,000"
"YS¾I  249","","NdKavd.dr  fufyhqï  fomd¾;fïka;=j","",""
"","","jevigyk  01  fufyhqï  jevigyk","24,322,181,000","37,268,650,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","—","3,149,000,000"
"YS¾I 250","","rdcH  .sKqï  fomd¾;fïka;=j","",""
"","","jevigyk  01  fufyhqï  jevigyk","29,700,000","3,100,000"
"YS¾I 251","",";lafiare  fomd¾;fïka;=j","",""
"","","jevigyk  01  fufyhqï  jevigyk","300,850,000","740,500,000"
