"","","my;  mßÈ  úhoï  ieliS  we;  :—","",""
"YS¾I 101","","nqoaO Ydik yd wd.ñl lghq;= wud;Hjrhd","",""
"","","jevigyk  01  fufyhqï  jevigyk","171,010,000","5,956,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","—","488,170,000"
"YS¾I 201","","fn!oaO  lghq;=  fomd¾;fïka;=j","",""
"","","jevigyk  01  fufyhqï  jevigyk","39,590,000","7,550,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","726,830,000","72,500,000"
"YS¾I  202","","uqia,sï  wd.ñl  iy  ixialD;sl  lghq;=  fomd¾;fïka;=j","",""
"","","jevigyk  02  ixj¾Ok  jevigyk","60,640,000","31,050,000"
"YS¾I 203","ls","%ia;shdks  wd.ñl  lghq;=  fomd¾;fïka;=j","",""
"","","jevigyk  02  ixj¾Ok  jevigyk","121,765,000","21,840,000"
"YS¾I 204","","yskaÿ  wd.ñl  iy  ixialD;sl  lghq;=  fomd¾;fïka;=j","",""
"","","jevigyk  02  ixj¾Ok  jevigyk","120,660,000","94,150,000"
"YS¾I 205","","uyd  Ndrldr  fomd¾;fïka;=j","",""
"","","jevigyk  01  fufyhqï  jevigyk","36,630,000","1,775,000"
