"jiyg;G","227","Ml;fisg;  gjpT  nra;Ak;  jpizf;fsk;","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","1,653,500,000           1,090,000,000"
"","","njhopy;  kw;Wk;  ntspehl;L  Ntiytha;g;G  mikr;R","",""
"","","kPz;LtUk; nrytpdk;","5,153,000,000",""
"","","%yjdr;  nrytpdk;","1,745,000,000",""
"mikT  tUkhW  :—","","","",""
"jiyg;G","193","njhopy; kw;Wk; ntspehl;L Ntiytha;g;G mikr;rh;","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","1,539,000,000              321,000,000"
"","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","150,000,000                  4,000,000"
"jiyg;G","221","njhopy;  jpizf;fsk;","","xJf;fPl;Lr; rl;lk;
2023 Mk; Mz;bd; 34 Mk; ,yf;f>"
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","1,817,000,000              652,000,000"
"","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","1,074,000,000              744,000,000"
"jiyg;G","328","kdpjtY  kw;Wk;  njhopy;Jiw  jpizf;fsk;","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","573,000,000                  8,000,000"
"","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","-
  16,000,000"
"","","tpisahl;Lj;Jiw  kw;Wk;  ,isQh;  tptfhuq;fs;  mikr;R","",""
"","","kPz;LtUk; nrytpdk;","6,500,000,000",""
"","","%yjdr;  nrytpdk;","5,500,000,000",""
"mikT  tUkhW  :—","","","",""
"jiyg;G","194","tpisahl;Lj;Jiw  kw;Wk;  ,isQh;  tptfhuq;fs;  mikr;rh;","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","1,205,000,000              413,000,000"
"","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","35
3,695,000,000           4,087,000,000"
