"","","Recurrent","6,226,195,000","",""
"15","","Capital","4,289,570,000","",""
"","Made  up  as  follows  :-","","","",""
"","Head 442","","State  Minister  of  National  Security  and  Disaster  Management","",""
"","","Programme  01","Operational  Activities","818,623,000","128,020,000"
"","","Programme  02","Development  Activities","841,762,000","2,942,500,000"
"20","Head 226","Department  of  Immigration  and  Emigration","","",""
"","","Programme  01","Operational  Activities","1,895,500,000","727,000,000"
"","Head 254","Department  of  Registrar  General","","",""
"","","Programme  01","Operational  Activities","2,326,060,000","61,750,000"
