"","","","i|yd","m
s
<
s
n|","yr","nerlï"
"","","","úhofuys",".
s
K
q","ïj,g fYaIhkaf.a","m
s
<
s
n|"
"","","","","Wmßu iSud ner l< hq;= Wmßu iSud Wmßu iSud","",""
"","","","",",eîïj,","",""
"","","","","wju iSud","",""
"","","","re'","re'","re'","re'"
"187","YS
%  ,xld  ÿïßh  fomd¾;fïka;=j","30602","ÿïßh  .nvd  w;a;sldrï  .sKqu  1""450""000""000","850""000""000","5""640""000""000","800""000""000"
"188","fudag¾  r:  m%jdyk","","","","",""
"","fomd¾;fïka;=j","30701","rcfha  ks,Odßkag  w;a;sldrï
22""000""000","15""000""000","110""000""000","-"
"189",";eme,a  fomd¾;fïka;=j","30801","rcfha  ks,Odßkag  w;a;sldrï
700""000""000","480""000""000","2""700""000""000","-"
"190","f.dvke.s,s  fomd¾;fïka;=j","30901","rcfha  ks,Odßkag  w;a;sldrï
20""000""000","12""000""000","85""000""000","-"
"191","rcfha  l¾udka;  Yd,dj","31001","rcfha  ks,Odßkag  w;a;sldrï
28""000""000","18""000""000","122""000""000","-"
"192","rcfha  l¾udka;  Yd,dj","31002","rcfha  l¾udka;  Yd,dfõ","","",""
"","","",".nvd  w;a;sldrï  .sKqu
120""000""000","120""000""000","10""000""000","20""000""000"
"193","rcfha  l¾udka;  Yd,dj","31003","rcfha  l¾udka;  Yd,dfõ","","",""
"","","","l<  jev  w;a;sldrï  .sKqu
260""000""000","280""000""000","180""000""000","5""000""000"
"194","cd;sl  fN!;sl  ie,iqï","","","","",""
"","fomd¾;fïka;=j","31101","14""000""000
rcfha  ks,Odßkag  w;a;sldrï","7""400""000","90""000""000","-"
"195","isú,a  wdrlaIl  fomd¾;fïka;=j","32001","rcfha  ks,Odßkag  w;a;sldrï
175""000""000","160""000""000","75""000""000","-"
