"","Nehahspia 
vLj;Jr; 
nry;Yk;","thfdk;","",""
"8703.70.42","(mk;gpAyhd;];)  kw;Wk; 
rpiwr;rhiy","Ntd;fs;>","&gh  4.0  kpy;ypad;","0%"
"","%d;W  tUlq;fSf;F  Nkw;gl;lit","","",""
"8703.70.48","gpw>  %d;W  tUlq;fSf;F  Nkw;glhjit","","&gh  4.0  kpy;ypad;","90%"
"8703.70.49","gpw>  %d;W  tUlq;fSf;F  Nkw;gl;lit","","&gh  4.0  kpy;ypad;","90%"
"","1>500  rp.rp  f;F  Nkw;gl;Lk;  2>000  rp.rp  f;F  Nkw;glhj","","",""
"","cUisf;  nfhs;stpidf;  nfhz;l>  ];Nu\d;  ntfd;","","",""
"","kw;Wk; ge;jaf; fhu;fs; mlq;fyhd Nkhl;lhu; fhu;fs; :","","",""
"","1>600  rp.rpf;F  Nkw;glhj    cUisf;  nfhs;sstpidf;","","",""
"8703.70.51","","","&gh  4.0  kpy;ypad;","90%"
"","nfhz;lit>  %d;W  tUlq;fSf;F  Nkw;glhjit","","",""
"","1>600  rp.rpf;F  Nkw;glhj    cUisf;  nfhs;sstpidf;","","",""
"8703.70.52","","","&gh  4.0  kpy;ypad;","90%"
"","nfhz;lit>  %d;W  tUlq;fSf;F  Nkw;gl;lit","","",""
"","1>600  rp.rpf;F  Nkw;gl;Lk;  1>800  rp.rp  f;F  Nkw;glhj","","",""
"8703.70.53","cUisf; 
nfhs;sstpidf;","nfhz;lit>  %d;W","&gh  4.0  kpy;ypad;","90%"
"","tUlq;fSf;F  Nkw;glhjit","","",""
"","1>600  rp.rpf;F  Nkw;gl;Lk;  1>800  rp.rp  f;F  Nkw;glhj","","",""
"8703.70.54","cUisf; 
nfhs;sstpidf;","nfhz;lit>  %d;W","&gh  4.0  kpy;ypad;","90%"
"","tUlq;fSf;F  Nkw;gl;lit","","",""
"8703.70.58","gpw>  %d;W  tUlq;fSf;F  Nkw;glhjit","","&gh  4.0  kpy;ypad;","90%"
"8703.70.59","gpw>  %d;W  tUlq;fSf;F  Nkw;gl;lit","","&gh  4.0  kpy;ypad;","90%"
"","2>000  rp.rp  f;F  Nkw;gl;Lk;  3>000  rp.rp  f;F  Nkw;glhj","","",""
"","cUisf;  nfhs;stpidf;  nfhz;l>];Nu\d;  ntfd;","","",""
"","kw;Wk;  ge;jaf;  fhu;fs;  mlq;fyhd  Nkhl;lhu;  fhu;fs;","","",""
"","jtpu;e;j  gpw  thfdq;fs;
;:","","",""
