",. K.","","tpyf;fspf;fg;gl;l",""
"","tpguk;","","epiyf;F"
"FwpaPL","","Muk;g epiy",""
"","","","Nkw;gLfpd;w"
"","","ngWkjp",""
"","","","njhif kPjhd"
"","","","Vw;Gilik"
"8703.70.18","gpw>  %d;W  tUlq;fSf;F  Nkw;glhjit","&gh  4.0  kpy;ypad;","90%"
"8703.70.19","gpw>  %d;W  tUlq;fSf;F  Nkw;gl;lit","&gh  4.0  kpy;ypad;","90%"
"","1>000  rp.rp  f;F  Nkw;glhj  cUisf;  nfhs;stpidf;","",""
"","nfhz;l>];Nu\d;  ntfd;  kw;Wk;  ge;jaf;  fhu;fs;","",""
"","mlq;fyhd  Nkhl;lhu;  fhu;fs;","",""
"8703.70.21","Nfhfhu;l;    %d;W  tUlq;fSf;F  Nkw;glhjit","&gh  4.0  kpy;ypad;","0%"
"8703.70.22","Nfh  fhu;l;];  %d;W  tUlq;fSf;F  Nkw;gl;lit","&gh  4.0  kpy;ypad;","0%"
"","300  rp.rp.f;F  Nkw;glhj  cUisf;  nfhs;sstpidf;","",""
"8703.70.23","nfhz;l 
ehd;F 
rf;fu 
thfdq;fs;
;> 
%d;W","&gh  4.0  kpy;ypad;","0%"
"","tUlq;fSf;F  Nkw;glhjit","",""
"","300  rp.rp.f;F  Nkw;glhj  cUisf;  nfhs;sstpidf;","",""
"8703.70.24","nfhz;l 
ehd;F 
rf;fu 
thfdq;fs;
;> 
%d;W","&gh  4.0  kpy;ypad;","0%"
"","tUlq;fSf;F  Nkw;gl;lit","",""
"","Xy; 
Nlwapd; 
ntfpfps; 
%d;W 
tUlq;fSf;F","",""
"8703.70.25","","&gh  4.0  kpy;ypad;","0%"
"","Nkw;glhjit","",""
"","Xy; 
Nlwapd; 
ntfpfps; 
%d;W 
tUlq;fSf;F","",""
"8703.70.26","","&gh  4.0  kpy;ypad;","0%"
"","Nkw;gl;lit","",""
"8703.70.28","gpw>  %d;W  tUlq;fSf;F  Nkw;glhjit","&gh  4.0  kpy;ypad;","90%"
"8703.70.29","gpw>  %d;W  tUlq;fSf;F  Nkw;gl;lit","&gh  4.0  kpy;ypad;","90%"
"","1>000  rp.rp  f;F  Nkw;gl;Lk;  1>500  rp.rp  f;F  Nkw;glhj","",""
"","cUisf;  nfhs;stpidf;  nfhz;l  thfdq;fs;","",""
"","Nehahspia 
vLj;Jr; 
nry;Yk; 
thfdk;","",""
