"4 A","","","","",""
"","","I fldgi: (I) fPoh - Y%S ,xld m%cd;dka;%sl iudcjd§ ckrcfha w;s úfYI .eiÜ m;%h -  2019'11'04","","",""
"","PART I : SECTION (1) - GAZETTE  EXTRAORDINARY  OF THE DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA – 04.11.2019","","","",""
"Serial","Chainage  At","Type","River/Stream/Road Name","Length of","Width"
"No.","Km","","","structure","diameter of"
"","","","","(m)","the structure"
"","","","","","(m)"
"16","1+240","Box culvert","","28.84","2.00 (1 cell)"
"17","1+280","Box culvert","","29.00","2.50  (4  cells)"
"18","1+601","Vehicular Overpass","Balika Nivasa road","42.00","10.90"
"19","1+650","Pipe  culvert","","29.32","1 /  0.60"
"20","1+750","Box culvert","","32.10","3 /  3.00"
"21","2+168","Pipe  culvert","","29.32","1 /  0.60"
"22","2+250","Vehicular  Overpass","Nugemulla Road (at Nugemulla)","42.00","6.80"
"23","2+887","Vehicular Underpass","Horehena road","42.00","7.40"
"24","3+220","Pipe  culvert","","39.10","1 /  1.50"
"25","3+420","Pipe culvert","","41.54","1 / 0.90"
"26","4+040","Vehicular Overpass","Suhada Mawatha","182.00","7.40"
"27","4+420","Box culvert","","40.50","2.50"
"28","5+119","Pipe  culvert","","61.30","1 /  0.60"
"29","5+130","Vehicular Over pass","Kotte-Bope road","182.00","14.00"
"30","5+460","Box culvert","","43.30","3.25  (1  cell)"
"31","5+750","Box culvert","","58.50","3.00  (5  cells)"
"32","6+205-","Viaduct","Maha Ela","3255.00","22.10-23.10"
"","9+460","","","",""
"33","9+580","Pipe  culvert","","36.60","1 /  1.50"
"34","9+760","Pipe  culvert","","48.80","1 /  0.90"
"35","9+885","Vehicular Underpass","Malambe-Kaduwela road","42.00","22.10"
"","","","(at Kothalawala)","",""
"36","10+300","Box culvert","Stream","46.06","2.50"
"37","10+446-","Viaduct","","940.78",""
"","11+473","","","",""
"38","11+538-","Access  Bridge-","Kelani River","207.00",""
"","11+745","No. 2","","",""
"39","11+548-","Access  Bridge-","Kelani River","213.00",""
"","11+761","No. 01","","",""
"40","11+473-","Bridge HB 9","Kelani River","383.00",""
"","11+856","","","",""
"41","11+856-","Viaduct","Rakgahawatta Canal","280.00",""
"","12+136","","","",""
"42","12+186","Pipe  culvert","","22.66","1 /  0.60"
"43","12+236","Pipe  culvert","","19.24","1 /  0.60"
"44","12+411","Box culvert","","46.50","3.25  (1  cell)"
"45","12+481-","Viaduct","","420.00",""
"","12+901","","","",""
"46","13+036","Pipe  culvert","","13.10","1 /  0.60"
"47","13+153","Vehicular Overpass","","45.00","10.00"
"48","13+306","Pipe  culvert","","13.64","1 /  0.60"
"49","13+371","Pipe  culvert","","41.48","1 /  1.20"
"50","13+377","Vehicular Underpass","Bandaranayake Mawatha","28.50","7.40"
"51","13+391","Pipe  culvert","","13.39","1 /  0.60"
"52","13+436","Pipe  culvert","","15.40","1 /  0.60"
"53","13+526","Pipe  culvert","","12.94","1 /  0.60"
"54","13+585","Pipe  culvert","","12.94","1 /  0.60"
"55","13+596-","Viaduct","","1505.00",""
"","15+101","","","",""
