"YS¾I 240","","cd;sl  whjeh  fomd¾;fïka;=j","",""
"","","jevigyk  01  fufyhqï  jevigyk","1,741,513,000","4,895,350,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","193,592,534,000","294,485,000,000"
"YS¾I 241","","rdcH  jHdmdr  fomd¾;fïka;=j","",""
"","","jevigyk  01  fufyhqï  jevigyk","72,750,000","3,000,000"
"YS¾I  242","","l<ukdlrK  fiajd  fomd¾;fïka;=j","",""
"","","jevigyk  01  fufyhqï  jevigyk","57,230,000","2,900,000"
"YS¾I 243","","ixj¾Ok  uq,H  fomd¾;fïka;=j","",""
"","","jevigyk  01  fufyhqï  jevigyk","364,332,000","1,300,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","—","4,463,875,000"
"YS¾I 244","","fj<|  yd  wdfhdack  m%;sm;a;s  fomd¾;fïka;=j","",""
"","","jevigyk  01  fufyhqï  jevigyk","45,832,000","3,200,000"
"YS¾I 245","","rdcH  uqo,a  fomd¾;fïka;=j","",""
"","","jevigyk  01  fufyhqï  jevigyk","518,300,000","7,700,000"
"YS¾I  246","","foaYSh  wdodhï  fomd¾;fïka;=j","",""
"","","jevigyk  01  fufyhqï  jevigyk","2,920,379,000","298,000,000"
"YS¾I  247","YS","% ,xld f¾.=j","",""
"","","jevigyk  01  fufyhqï  jevigyk","2,033,032,000","180,000,000"
"YS¾I 248","","iqrdnÿ  fomd¾;fïka;=j","",""
"","","jevigyk  01  fufyhqï  jevigyk","1,028,103,000","209,800,000"
