"YS¾I 232","nkaOkd.dr  fomd¾;fïka;=j","","",""
"","jevigyk  01  fufyhqï  jevigyk","","5,467,744,000","829,000,000"
"YS¾I 326","m%cd  mdol  úfYdaOk  fomd¾;fïka;=j","","",""
"","jevigyk  01  fufyhqï  jevigyk","","259,329,000","10,500,000"
"","m%dfoaYSh  ixj¾Ok  wud;HdxYh","","",""
"","mqkrdj¾;k","344,641,000","",""
"","uQ,Ok","277,000,000","",""
"my;  mßÈ  úhoï  ieliS  we;  :—","","","",""
"YS¾I  147","m%dfoaYSh  ixj¾Ok  wud;Hjrhd","","",""
"","jevigyk  01  fufyhqï  jevigyk","","229,211,000","77,000,000"
"","jevigyk  02  ixj¾Ok  jevigyk","","115,430,000","200,000,000"
"","l¾udka;  yd  jdKsc  wud;HdxYh","","",""
"","mqkrdj¾;k","2,822,609,000","",""
"","uQ,Ok","7,098,775,000","",""
"my;  mßÈ  úhoï  ieliS  we;  :—","","","",""
"YS¾I  149","l¾udka;  yd  jd‚c  wud;Hjrhd","","",""
"","jevigyk  01  fufyhqï  jevigyk","","659,357,000","84,500,000"
"","jevigyk  02  ixj¾Ok  jevigyk","","1,171,372,000","6,697,650,000"
"YS¾I 295","jd‚c  fomd¾;fïka;=j","","",""
"","jevigyk  01  fufyhqï  jevigyk","","119,067,000","12,950,000"
"YS¾I  297","iud.ï  frðiag%d¾  fomd¾;fïka;=j","","",""
"","jevigyk  01  fufyhqï  jevigyk","","50,997,000","—"
