"jiyg;G","","","","k
z
LtUk;","%yjdr;","16"
",y.","","","","nrytpdk;","nrytpdk;",""
"","","","","&gh","&gh",""
"jiyg;G","304","tspkz;lytpay;  jpizf;fsk;","","","",""
"","","epfo;r;rpj;jpl;lk;  02  mgptpUj;jpr;  nraw;ghLfs;","","189>350>000","82>000>000",""
"","","jghy; Nritfs;  mikr;R","","","",""
"","","kPz;LtUk; nrytpdk;","9>012>000>000","","",""
"","","%yjdr;  nrytpdk;","350>000>000","","",""
"","mikT  tUkhW",":—","","","",""
"jiyg;G","108","jghy; Nritfs; mikr;rh;","","","",""
"","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","94>400>000","203>100>000","xJf;fPl;Lr; rl;lk;
2013 Mk; Mz;bd; 36 Mk; ,yf;f>"
"jiyg;G","308","mQ;ry;  jpizf;fsk;","","","",""
"","","epfo;r;rpj;jpl;lk;  02  mgptpUj;jpr;  nraw;ghLfs;
;","","8>917>600>000","146>900>000",""
"","","eP
Pjp  mikr;R","","","",""
"","","kPz;LtUk; nrytpdk;","4>845>000>000","","",""
"","","%yjdr;  nrytpdk;","1>290>000>000","","",""
"","mikT  tUkhW",":—","","","",""
"jiyg;G","110","ePjp mikr;rh;","","","",""
"","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","566>000>000","144>000>000",""
"jiyg;G","228","ePjpkd;w  epUthfk;","","","",""
"","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","3>954>000>000","1>017>000>000",""
