"","","I fldgi: (I) fPoh - Y%S ,xld m%cd;dka;%sl iudcjd§ ckrcfha w;s úfYI .eiÜ m;%h -  2019'11'04","","","","","5 A"
"wkq","m
y
àu ls' ó'","j¾.h",".fÕa/c,","k
¾ñ;fhys","k","¾ñ;fhys m<,/",""
"wxlh","","","ud¾.fhaa/ud¾.fha ku","È.","","úIalïNh",""
"","","","","^
óg¾&","","^
óg¾&",""
"61","193 + 011","fmÜá fndalal=","","61'069","","","3'900"
"62","193 + 126","há ìï ud¾.h","","33'578","","","9'300"
"63","193 + 222","fmÜá fndalal=","","31'955","","","2'600"
"64","193 + 433","fmÜá fndalal=","","37'122","","","3'700"
"65","193 + 625","há ìï ud¾.h","","26'961","","","7'000"
"66","193 + 961","fmÜá fndalal=","jdßud¾. fndalal=","59'410","","","2'00X2'00"
"","","","c,dmjyk fndalal=","55'420","","","3/3'00X3'00"
"67","194 +041","fmÜá fndalal=","c,dmjyk fndalal=","48'460","","","2'00X2'00"
"68","194 +156","há ìï ud¾.h",".
dóh ud¾.h","33'260","","","5'00X3'50"
"69","194 +256","fmÜá fndalal=","jdßud¾. fndalal=","30'160","","","2'00X2'00"
"70","194 +356","fmÜá fndalal=","c,dmjyk fndalal=","55'070","","","2'00X2'00"
"71","194 +479","fmÜá fndalal=","jdßud¾. fndalal=","34'460","","","2'00X2'00"
"","","^weo jQ&","","","","",""
"72","194 +573","há ìï ud¾.h",".
dóh ud¾.h","35'260","","","3'00X2'50"
"","","^weo jQ&","","","","",""
"73","194+685","há ìï ud¾.h","jdßud¾. yria ud¾.h","35'260","","","10'00X6'00"
"","","","iys; .%dóh ud¾.h","","","",""
"74","194+866","fmÜá fndalal=","jdßud¾. fndalal=","38'940","","","2'00X2'00"
"75","194+919","fmÜá fndalal=","jdßud¾. fndalal=","38'580","","","2'00X2'00"
"76","195+039","há ìï ud¾.h","jdßud¾. yria ud¾.h","42'580","","","5'00X5'00"
"","","^weo jQ&","iys; .%dóh ud¾.h","","","",""
"77","195+156","fmÜá fndalal=","c,dmjyk fndalal=","51'700","","","2'00X2'00"
"78","195+223","fmÜá fndalal=","c,dmjyk fndalal=","57'980","","","2'00X2'00"
"79","195+259","fmÜá fndalal=","c,dmjyk fndalal=","61'580","","","3/5'00X3'00"
"","","^weo jQ&","","","","",""
"80","195+456","fmÜá fndalal=","c,dmjyk fndalal=","69'180","","","2'00X2'00"
"81","195+804","fmÜá fndalal=","c,dmjyk fndalal=","77'560","","","2'00X2'00"
"","","^weo jQ&","","","","",""
"82","195+982","fmÜá fndalal=","c,dmjyk fndalal=","10'000","","","2'50X2'50"
"","","^±kg mj;sk","^m%Odk we<g háka&","","","",""
"","","fndalal=j §¾>","","","","",""
"","","lsÍu&","","","","",""
"83","196+104","fmÜá fndalal=","c,dmjyk fndalal=","79'340","","","2'00X2'00"
"","","^weo jQ&","","","","",""
"84","196+909","fmÜá fndalal=","c,dmjyk fndalal=","57'320","","","2'00X2'00"
"85","197+047","fmÜá fndalal=","c,mjyk fndalal=","56'880","","","2'00X2'00"
"86","197+464","fmÜá fndalal=","c,dmjyk fndalal=","61'580","","","2/2.00X2'00"
"87","199+715","fmÜá fndalal=","jßud¾. we<","88'480","","","2'00X2'00"
"88","199+781","fmÜá fndalal=","c,dmjyk fndalal=","86'280","","","4'00X3'00"
"89","200+041","fmÜá fndalal=","jdßud¾. we<","67'740","","","2'00X2'00"
"90","200+275","fmÜá fndalal=","c,dmjyk fndalal=","35'030","","","2'00X2'00"
"","nEjqu zztAZZ ^nrjl=Uql wka;¾ yqjudre ia:dkh&","","","","","",""
"91","0+100","fmÜá fndalal=","","17'657","","","9'200"
"","nEjqu zzîZZ ^nrjl=Uql wka;¾ yqjudre ia:dkh&","","","","","",""
"92","0+422","fmÜá fndalal=","","17'248","","","13'950"
"93","0+600","fmÜá fndalal=","","21'204","","","13'500"
