"Y
¾I","","","m
q","krdj¾;k","u
,Ok"
"wxlh","","","","úhoï","úhoï"
"","","","","re'","re'"
"YS¾I 285","lDIsl¾u  fomd¾;fïka;=j","","","",""
"","jevigyk  01  fufyhqï  jevigyk","","","563,300,000","61,500,000"
"","jevigyk  02  ixj¾Ok  jevigyk","","","4,804,500,000","1,558,500,000"
"YS¾I  292","i;a;aj  ksIamdok  yd  fi!LH  fomd¾;fïka;=j","","","",""
"","jevigyk  01  fufyhqï  jevigyk","","","698,600,000","84,000,000"
"","jevigyk  02  ixj¾Ok  jevigyk","","","-","405,000,000"
"","úÿ,sn, yd n,Yla;s wud;HdxYh","","","",""
"","mqkrdj¾;k","759,650,000","","",""
"","uQ,Ok","269,036,100,000","","",""
"","my;  mßÈ  úhoï  ieliS  we;  :—","","","",""
"YS¾I  119","úÿ,sn,  yd  n,Yla;s  wud;Hjrhd","","","",""
"","jevigyk  01  fufyhqï  jevigyk","","","531,650,000","268,829,230,000"
"","jevigyk  02  ixj¾Ok  jevigyk","","","228,000,000","206,870,000"
"","ixpdrl yd bvï wud;HdxYh","","","",""
"","mqkrdj¾;k","7,119,000,000","","",""
"","uQ,Ok","3,288,000,000","","",""
"","my;  mßÈ  úhoï  ieliS  we;  :—","","","",""
"YS¾I  122","ixpdrl yd bvï wud;Hjrhd","","","",""
"","jevigyk  01  fufyhqï  jevigyk","","","651,000,000","61,500,000"
